# parameters:
#  num_nodes=4, num_iters=10, ntest=10,   state=plus
# columns:
#  fidelity   failure_rate
0.59 0.4225
0.6005128205128205 0.395
0.6110256410256409 0.3475
0.6215384615384615 0.35
0.632051282051282 0.4
0.6425641025641026 0.38
0.6530769230769231 0.4375
0.6635897435897435 0.4175
0.6741025641025641 0.38500000000000006
0.6846153846153846 0.41
0.6951282051282051 0.40750000000000003
0.7056410256410256 0.41000000000000003
0.7161538461538461 0.43500000000000005
0.7266666666666667 0.4125
0.7371794871794872 0.425
0.7476923076923077 0.39
0.7582051282051282 0.4025
0.7687179487179487 0.3825
0.7792307692307692 0.38249999999999995
0.7897435897435897 0.38499999999999995
0.8002564102564103 0.43
0.8107692307692308 0.4225
0.8212820512820513 0.3975
0.8317948717948718 0.39499999999999996
0.8423076923076923 0.41500000000000004
0.8528205128205129 0.40499999999999997
0.8633333333333333 0.4225
0.8738461538461538 0.42000000000000004
0.8843589743589744 0.35500000000000004
0.8948717948717949 0.4
0.9053846153846155 0.3775
0.9158974358974359 0.42000000000000004
0.9264102564102564 0.3975
0.936923076923077 0.39999999999999997
0.9474358974358974 0.36250000000000004
0.9579487179487179 0.36250000000000004
0.9684615384615385 0.3525
0.978974358974359 0.38
0.9894871794871796 0.3725
1.0 0.38500000000000006
