# parameters:
#  num_nodes=4, num_iters=10, max_ntest=20
# columns:
#  ntest   failure_rates
1 0.35
2 0.3875
3 0.3833333333333333
4 0.375
5 0.38
6 0.4
7 0.425
8 0.421875
9 0.3944444444444445
10 0.3725
11 0.4136363636363636
12 0.4166666666666667
13 0.3769230769230769
14 0.39999999999999997
15 0.3983333333333333
16 0.425
17 0.3720588235294118
18 0.41111111111111115
19 0.3868421052631579
20 0.40375000000000005
