# parameters:
#  num_nodes=4, num_iters=10, max_ntest=20
# columns:
#  ntest   failure_rates
1 0.375
2 0.575
3 0.6083333333333332
4 0.48125
5 0.485
6 0.5791666666666666
7 0.4785714285714285
8 0.51875
9 0.475
10 0.48250000000000004
11 0.509090909090909
12 0.4979166666666667
13 0.5192307692307693
14 0.5035714285714284
15 0.5133333333333333
16 0.5140625
17 0.5102941176470589
18 0.5
19 0.5342105263157894
20 0.51875
