# parameters:
#  num_nodes=4, num_iters=10, max_ntest=20
# columns:
#  ntest   failure_rates
1 0.175
2 0.1625
3 0.2333333333333333
4 0.18125
5 0.16000000000000003
6 0.15
7 0.17857142857142855
8 0.234375
9 0.21388888888888888
10 0.185
11 0.19772727272727272
12 0.17708333333333331
13 0.23461538461538461
14 0.18035714285714285
15 0.20166666666666666
16 0.1921875
17 0.175
18 0.16944444444444445
19 0.2236842105263158
20 0.20375000000000001
