# parameters:
#  num_nodes=4, num_iters=10, max_ntest=20
# columns:
#  ntest   failure_rates
1 0.325
2 0.375
3 0.4416666666666666
4 0.3875
5 0.42000000000000004
6 0.3416666666666667
7 0.38571428571428573
8 0.359375
9 0.36666666666666664
10 0.36
11 0.35454545454545455
12 0.35833333333333334
13 0.38076923076923075
14 0.35
15 0.3533333333333334
16 0.36875
17 0.3647058823529412
18 0.3625
19 0.3684210526315789
20 0.3625
