# parameters:
#  num_nodes=4, num_iters=10, max_ntest=20
# columns:
#  ntest   failure_rates
1 0.3
2 0.4375
3 0.26666666666666666
4 0.34375
5 0.275
6 0.29999999999999993
7 0.33214285714285713
8 0.284375
9 0.29444444444444445
10 0.315
11 0.3045454545454545
12 0.3229166666666667
13 0.27884615384615385
14 0.30178571428571427
15 0.31166666666666665
16 0.309375
17 0.31323529411764706
18 0.3138888888888889
19 0.33684210526315794
20 0.31375000000000003
