# parameters:
#  num_nodes=4, num_iters=10, ntest=10,   state=ghz
# columns:
#  fidelity   failure_rate
0.6 0.4625
0.6102564102564102 0.4575
0.6205128205128205 0.45249999999999996
0.6307692307692307 0.40750000000000003
0.641025641025641 0.4574999999999999
0.6512820512820513 0.3925
0.6615384615384615 0.39749999999999996
0.6717948717948717 0.41500000000000004
0.6820512820512821 0.425
0.6923076923076923 0.37750000000000006
0.7025641025641025 0.3875
0.7128205128205128 0.3550000000000001
0.7230769230769231 0.365
0.7333333333333333 0.36
0.7435897435897436 0.3225
0.7538461538461538 0.3275
0.764102564102564 0.33
0.7743589743589743 0.29250000000000004
0.7846153846153846 0.3125
0.7948717948717948 0.2675
0.8051282051282052 0.30000000000000004
0.8153846153846154 0.31
0.8256410256410256 0.2675
0.8358974358974358 0.2575
0.8461538461538461 0.27999999999999997
0.8564102564102564 0.27
0.8666666666666667 0.25
0.8769230769230769 0.21000000000000002
0.8871794871794871 0.225
0.8974358974358974 0.21000000000000002
0.9076923076923077 0.18499999999999997
0.9179487179487179 0.17500000000000002
0.9282051282051282 0.13
0.9384615384615385 0.1125
0.9487179487179487 0.13999999999999999
0.9589743589743589 0.0875
0.9692307692307692 0.0925
0.9794871794871794 0.065
0.9897435897435898 0.045
1.0 0.025
