# parameters:
#  num_nodes=4, num_iters=10, ntest=10,   state=bell
# columns:
#  fidelity   failure_rate
0.6 0.46749999999999997
0.6102564102564102 0.46749999999999997
0.6205128205128205 0.4575
0.6307692307692307 0.4774999999999999
0.641025641025641 0.4125
0.6512820512820513 0.49250000000000005
0.6615384615384615 0.4725
0.6717948717948717 0.4375
0.6820512820512821 0.495
0.6923076923076923 0.44499999999999995
0.7025641025641025 0.4725
0.7128205128205128 0.5075
0.7230769230769231 0.4774999999999999
0.7333333333333333 0.49750000000000005
0.7435897435897436 0.4600000000000001
0.7538461538461538 0.4325
0.764102564102564 0.4425
0.7743589743589743 0.44750000000000006
0.7846153846153846 0.45249999999999996
0.7948717948717948 0.4625
0.8051282051282052 0.48249999999999993
0.8153846153846154 0.44749999999999995
0.8256410256410256 0.4375
0.8358974358974358 0.475
0.8461538461538461 0.43999999999999995
0.8564102564102564 0.47000000000000003
0.8666666666666667 0.42000000000000004
0.8769230769230769 0.42750000000000005
0.8871794871794871 0.4325
0.8974358974358974 0.4575
0.9076923076923077 0.39749999999999996
0.9179487179487179 0.40750000000000003
0.9282051282051282 0.4074999999999999
0.9384615384615385 0.4525
0.9487179487179487 0.39749999999999996
0.9589743589743589 0.41000000000000003
0.9692307692307692 0.4025
0.9794871794871794 0.42750000000000005
0.9897435897435898 0.41000000000000003
1.0 0.39999999999999997
