# parameters:
#  num_nodes=4, num_iters=10, max_ntest=20
# columns:
#  ntest   failure_rates
1 0.275
2 0.4625
3 0.375
4 0.375
5 0.41
6 0.3791666666666666
7 0.43571428571428567
8 0.45
9 0.475
10 0.48
11 0.46363636363636357
12 0.4770833333333333
13 0.49230769230769234
14 0.46964285714285714
15 0.45
16 0.471875
17 0.4558823529411765
18 0.48888888888888893
19 0.4842105263157895
20 0.47874999999999995
