# parameters:
#  num_nodes=4, num_iters=10, link_fidelity=0.97
# columns:
#  ntest   avg_failure_rate    avg_target_fidelity
1 0.0 0.8
2 0.0625 0.6
3 0.07499900000000001 0.2
4 0.10625 0.3
5 0.07500000000000001 0.35
6 0.15416800000000003 0.3
7 0.128573 0.5
8 0.103125 0.3
9 0.12500100000000003 0.5
10 0.0775 0.1
11 0.12045399999999999 0.35
12 0.102084 0.4
13 0.098074 0.3
14 0.083929 0.4
15 0.093334 0.4
16 0.098438 0.45
17 0.104414 0.3
18 0.097221 0.3
19 0.093423 0.4
20 0.1 0.4
