# parameters:
#  num_nodes=4, num_iters=10, link_fidelity=0.97
# columns:
#  ntest   avg_failure_rate    avg_target_fidelity
1 0.05625 0.5
2 0.078125 0.5
3 0.089583 0.4
4 0.079687 0.2
5 0.08625 0.2
6 0.065624 0.2
7 0.075001 0.4
8 0.075 0.0
9 0.08333299999999999 0.1
10 0.08 0.1
11 0.074432 0.3
12 0.084894 0.4
13 0.067789 0.3
14 0.080804 0.1
15 0.07500000000000001 0.2
16 0.066407 0.2
17 0.077572 0.0
18 0.07708299999999998 0.6
19 0.07500100000000001 0.4
20 0.07687600000000001 0.4
