# parameters:
#  num_nodes=4, num_iters=10, link_fidelity=0.999
# columns:
#  ntest   avg_failure_rate    avg_target_fidelity
1 0.025 0.7
2 0.05 0.6
3 0.058331999999999995 0.4
4 0.04375 0.4
5 0.07 0.5
6 0.087498 0.6
7 0.028569 0.3
8 0.05 0.3
9 0.058335000000000005 0.6
10 0.06499999999999999 0.3
11 0.059089 0.1
12 0.047916 0.2
13 0.05192100000000001 0.4
14 0.041072 0.2
15 0.06166699999999999 0.2
16 0.057813 0.2
17 0.045589 0.3
18 0.044446000000000006 0.2
19 0.043423 0.2
20 0.0475 0.5
