# parameters:
#  num_nodes=4, num_iters=10, link_fidelity=0.999
# columns:
#  ntest   avg_failure_rate    avg_target_fidelity
1 0.0125 0.4
2 0.0375 0.3
3 0.037499 0.4
4 0.031249 0.1
5 0.02375 0.3
6 0.042707 0.4
7 0.033928 0.3
8 0.036717999999999994 0.2
9 0.031250999999999994 0.2
10 0.0375 0.3
11 0.036931 0.2
12 0.03385200000000001 0.2
13 0.028846000000000004 0.2
14 0.035268 0.4
15 0.030835 0.4
16 0.033593 0.3
17 0.034192 0.3
18 0.037154 0.4
19 0.040131 0.2
20 0.039376 0.3
