# parameters:
#  num_nodes=4, num_iters=10, link_fidelity=0.97
# columns:
#  ntest   avg_failure_rate    avg_target_fidelity
1 0.175 0.65
2 0.0875 0.4
3 0.083334 0.9
4 0.05 0.3
5 0.125 0.4
6 0.07083300000000001 0.5
7 0.060713 0.3
8 0.09375 0.5
9 0.06111099999999999 0.15
10 0.06999999999999999 0.3
11 0.06590700000000001 0.2
12 0.05625 0.4
13 0.08269100000000001 0.3
14 0.07857 0.3
15 0.066667 0.05
16 0.064064 0.4
17 0.08382400000000001 0.4
18 0.079166 0.3
19 0.07631800000000001 0.7
20 0.0625 0.3
