# parameters:
#  num_nodes=4, num_copies=161, num_iters=10, link_fidelity=0.999
# columns:
#  ntest   avg_failure_rate
40 0.05500000000000001
48 0.02291666666666667
56 0.014285714285714285
64 0.021875
72 0.025
80 0.0325
88 0.03636363636363636
96 0.04479166666666666
104 0.028846153846153848
112 0.03392857142857143
120 0.029166666666666667
128 0.0296875
136 0.03014705882352941
144 0.03263888888888889
152 0.036842105263157884
160 0.028749999999999998
