# parameters:
#  num_nodes=4, num_copies=161, num_iters=10, link_fidelity=0.99
# columns:
#  ntest   avg_failure_rate
40 0.057499999999999996
48 0.04583333333333333
56 0.04821428571428571
64 0.0640625
72 0.04861111111111111
80 0.04375
88 0.05681818181818181
96 0.053125
104 0.04230769230769231
112 0.04107142857142857
120 0.04916666666666667
128 0.0546875
136 0.049999999999999996
144 0.04444444444444444
152 0.05
160 0.04875
