# parameters:
#  num_nodes=4, num_iters=10, link_fidelity=0.999
# columns:
#   num_copies   avg_failure_rate
40 0.015384615384615382
48 0.05106382978723404
56 0.045454545454545456
64 0.02857142857142857
72 0.0323943661971831
80 0.03037974683544304
88 0.028735632183908046
96 0.02947368421052631
104 0.033009708737864074
112 0.02972972972972973
120 0.033613445378151266
128 0.025984251968503937
136 0.04074074074074074
144 0.03706293706293707
152 0.03576158940397352
160 0.03773584905660378
