# parameters:
#  num_nodes=4, num_copies=161, num_iters=10, link_fidelity=0.97
# columns:
#  ntest   avg_failure_rate
40 0.0675
48 0.06875
56 0.06964285714285715
64 0.0796875
72 0.07222222222222223
80 0.07375000000000001
88 0.06590909090909089
96 0.07708333333333334
104 0.06442307692307692
112 0.08125
120 0.075
128 0.06640625
136 0.07205882352941176
144 0.07291666666666666
152 0.06710526315789475
160 0.085625
