# parameters:
#  num_nodes=4, num_copies=161, num_iters=10, link_fidelity=0.95
# columns:
#  ntest   avg_failure_rate
40 0.08
48 0.1125
56 0.09642857142857143
64 0.103125
72 0.09444444444444446
80 0.09375
88 0.10795454545454544
96 0.09895833333333334
104 0.09903846153846153
112 0.10267857142857142
120 0.08750000000000001
128 0.09921875
136 0.10220588235294117
144 0.10763888888888888
152 0.09276315789473684
160 0.109375
