# parameters:
#  num_nodes=4, ntest=100, num_iters=10
# columns:
#  num_copies   avg_failure_rate
101 0.10999999999999999
106 0.076
111 0.097
116 0.099
121 0.091
126 0.092
131 0.1
136 0.10400000000000001
141 0.095
146 0.10600000000000001
151 0.097
156 0.096
161 0.10800000000000001
166 0.11000000000000001
171 0.096
176 0.11499999999999999
181 0.10200000000000001
186 0.093
191 0.087
196 0.098
201 0.085
