# parameters:
#  num_nodes=4, num_iters=10, num_dishonest=1, dishonest_action=2
# columns:
#   num_copies   avg_failure_rate
20 0.4894736842105264
25 0.5375
30 0.4862068965517241
35 0.5029411764705882
40 0.4948717948717948
45 0.5022727272727272
50 0.5102040816326531
55 0.5333333333333334
60 0.49491525423728805
65 0.4765625
70 0.463768115942029
75 0.5081081081081081
80 0.47594936708860763
85 0.5011904761904762
90 0.5258426966292135
95 0.4914893617021277
100 0.5080808080808081
105 0.4884615384615385
110 0.491743119266055
115 0.4964912280701754
120 0.5084033613445378
125 0.49919354838709673
130 0.4829457364341085
135 0.5029850746268656
140 0.5014388489208633
145 0.4916666666666667
150 0.5100671140939597
155 0.5097402597402597
160 0.4949685534591195
165 0.5121951219512194
170 0.49112426035502965
175 0.5103448275862068
180 0.48491620111731837
185 0.47445652173913044
190 0.4947089947089946
195 0.4963917525773196
200 0.49597989949748744
