# parameters:
#  num_nodes=4, num_iters=10, num_dishonest=2, dishonest_action=1
# columns:
#   num_copies   avg_failure_rate
20 0.12631578947368421
25 0.1
30 0.07586206896551724
35 0.11764705882352941
40 0.09230769230769231
45 0.09545454545454546
50 0.12244897959183672
55 0.11111111111111109
60 0.09322033898305085
65 0.103125
70 0.10869565217391304
75 0.10810810810810811
80 0.09113924050632911
85 0.12380952380952379
90 0.09999999999999999
95 0.1021276595744681
100 0.10101010101010102
105 0.09134615384615384
110 0.10275229357798166
115 0.10877192982456138
120 0.09747899159663864
125 0.0967741935483871
130 0.09147286821705426
135 0.10970149253731343
140 0.10935251798561149
145 0.1013888888888889
150 0.08791946308724832
155 0.1012987012987013
160 0.10628930817610063
165 0.10304878048780489
170 0.10946745562130175
175 0.10804597701149425
180 0.10223463687150838
185 0.10706521739130433
190 0.09470899470899471
195 0.10979381443298968
200 0.10753768844221105
