# parameters:
#  num_nodes=4, num_iters=10, num_dishonest=2, dishonest_action=2
# columns:
#   num_copies   avg_failure_rate
20 0.5368421052631579
25 0.5166666666666666
30 0.496551724137931
35 0.5029411764705882
40 0.4641025641025641
45 0.49318181818181817
50 0.5408163265306123
55 0.5018518518518518
60 0.48474576271186437
65 0.49375
70 0.49275362318840576
75 0.48108108108108105
80 0.5088607594936709
85 0.5202380952380952
90 0.49101123595505614
95 0.5351063829787235
100 0.48888888888888893
105 0.49615384615384617
110 0.4761467889908257
115 0.5166666666666667
120 0.4991596638655462
125 0.5185483870967742
130 0.49224806201550386
135 0.5089552238805971
140 0.516546762589928
145 0.5090277777777777
150 0.49463087248322146
155 0.4746753246753247
160 0.4962264150943397
165 0.4951219512195122
170 0.5088757396449705
175 0.47701149425287354
180 0.5067039106145251
185 0.5125
190 0.48624338624338626
195 0.5025773195876289
200 0.5
