# parameters:
#  num_nodes=4, num_iters=30, ntest=10
# columns:
#  fidelity   failure_rate
0.8 0.31083333333333335
0.8040816326530613 0.3125
0.8081632653061225 0.3158333333333333
0.8122448979591838 0.29916666666666664
0.8163265306122449 0.28333333333333327
0.8204081632653062 0.3075
0.8244897959183674 0.31
0.8285714285714286 0.26916666666666667
0.8326530612244898 0.29083333333333333
0.8367346938775511 0.2775
0.8408163265306123 0.25916666666666666
0.8448979591836735 0.26083333333333336
0.8489795918367348 0.24916666666666668
0.8530612244897959 0.2616666666666667
0.8571428571428572 0.2466666666666667
0.8612244897959184 0.23833333333333334
0.8653061224489796 0.2175
0.8693877551020408 0.225
0.8734693877551021 0.21083333333333337
0.8775510204081634 0.2325
0.8816326530612245 0.2075
0.8857142857142858 0.23833333333333334
0.889795918367347 0.20750000000000002
0.8938775510204082 0.19833333333333333
0.8979591836734694 0.2016666666666667
0.9020408163265307 0.20583333333333328
0.9061224489795918 0.17833333333333334
0.9102040816326531 0.1608333333333333
0.9142857142857144 0.1733333333333333
0.9183673469387755 0.1425
0.9224489795918368 0.14250000000000002
0.926530612244898 0.145
0.9306122448979592 0.14250000000000004
0.9346938775510204 0.1408333333333333
0.9387755102040817 0.11916666666666667
0.9428571428571428 0.13
0.9469387755102041 0.13249999999999998
0.9510204081632654 0.11083333333333337
0.9551020408163265 0.10583333333333335
0.9591836734693878 0.11083333333333333
0.963265306122449 0.09750000000000002
0.9673469387755103 0.08083333333333333
0.9714285714285714 0.07750000000000003
0.9755102040816327 0.058333333333333334
0.9795918367346939 0.07166666666666667
0.9836734693877551 0.05666666666666666
0.9877551020408164 0.035
0.9918367346938776 0.042499999999999996
0.9959183673469387 0.031666666666666676
1.0 0.018333333333333333
