# parameters:
#  num_nodes=4, num_iters=1200, ntest=3, seed=19200
#  dishonest_nodes=1, dishonest_action=1
# columns:
#  iteration   running_frequency   running_estimation   average_phase
1 0.0 0.7853981633974483 1.322384909965538
2 0.5 1.1780972450961724 1.322384909965538
3 0.6666666666666666 1.2630564724597029 1.322384909965538
4 0.75 1.308996938995747 1.322384909965538
5 0.8 1.3389725222944935 1.322384909965538
6 0.8333333333333334 1.360529159152914 1.322384909965538
7 0.8571428571428571 1.3769979834673063 1.322384909965538
8 0.875 1.3901127648415426 1.322384909965538
9 0.8888888888888888 1.4008778720678356 1.322384909965538
10 0.9 1.4099210495965755 1.322384909965538
11 0.9090909090909091 1.4176576422100617 1.322384909965538
12 0.9166666666666666 1.4243749409306088 1.322384909965538
13 0.9230769230769231 1.4302788760434897 1.322384909965538
14 0.8571428571428571 1.3769979834673063 1.322384909965538
15 0.8666666666666667 1.3839002393776414 1.322384909965538
16 0.875 1.3901127648415426 1.322384909965538
17 0.8823529411764706 1.3957434379113238 1.322384909965538
18 0.8888888888888888 1.4008778720678356 1.322384909965538
19 0.8947368421052632 1.4055850028391548 1.322384909965538
20 0.9 1.4099210495965755 1.322384909965538
21 0.9047619047619048 1.413932383564099 1.322384909965538
22 0.8636363636363636 1.3816822306278038 1.322384909965538
23 0.8695652173913043 1.386041857041417 1.322384909965538
24 0.875 1.3901127648415426 1.322384909965538
25 0.88 1.3939255238500607 1.322384909965538
26 0.8846153846153846 1.397506349900708 1.322384909965538
27 0.8518518518518519 1.3732464931517019 1.322384909965538
28 0.8571428571428571 1.3769979834673063 1.322384909965538
29 0.8620689655172413 1.380543138238714 1.322384909965538
30 0.8666666666666667 1.3839002393776414 1.322384909965538
31 0.8709677419354839 1.3870853744849958 1.322384909965538
32 0.84375 1.3676074364527313 1.322384909965538
33 0.8484848484848485 1.370887994819788 1.322384909965538
34 0.8529411764705882 1.3740142591308646 1.322384909965538
35 0.8571428571428571 1.3769979834673063 1.322384909965538
36 0.8333333333333334 1.360529159152914 1.322384909965538
37 0.8108108108108109 1.3458000460019102 1.322384909965538
38 0.8157894736842105 1.3489942598892832 1.322384909965538
39 0.8205128205128205 1.3520557019355084 1.322384909965538
40 0.825 1.3549933542775112 1.322384909965538
41 0.8048780487804879 1.3420354515356139 1.322384909965538
42 0.8095238095238095 1.3449796062551307 1.322384909965538
43 0.813953488372093 1.3478125001502217 1.322384909965538
44 0.7954545454545454 1.3361435572663587 1.322384909965538
45 0.8 1.3389725222944935 1.322384909965538
46 0.782608695652174 1.328271433330155 1.322384909965538
47 0.7659574468085106 1.3183123197371014 1.322384909965538
48 0.7708333333333334 1.3212018881193774 1.322384909965538
49 0.7755102040816326 1.3239938788189092 1.322384909965538
50 0.78 1.3266936950964379 1.322384909965538
51 0.7843137254901961 1.3293063279782475 1.322384909965538
52 0.7884615384615384 1.331836396059884 1.322384909965538
53 0.7735849056603774 1.322842051363338 1.322384909965538
54 0.7777777777777778 1.3253549876502408 1.322384909965538
55 0.7818181818181819 1.3277926142287366 1.322384909965538
56 0.7857142857142857 1.3301586398237248 1.322384909965538
57 0.7894736842105263 1.3324565210000114 1.322384909965538
58 0.7758620689655172 1.324204763431562 1.322384909965538
59 0.7796610169491526 1.3264891734214492 1.322384909965538
60 0.7833333333333333 1.32871090344242 1.322384909965538
61 0.7868852459016393 1.3308727840502819 1.322384909965538
