# parameters:
#  num_nodes=4, num_iters=3000, ntest=3, state=ghz
# columns:
#  iteration   running_frequency   running_estimation   average_phase
1 0.0 0.7853981633974483 0.47683526602065174
2 0.0 0.7853981633974483 0.47683526602065174
3 0.0 0.7853981633974483 0.47683526602065174
4 0.25 0.5235987755982989 0.47683526602065174
5 0.2 0.5535743588970452 0.47683526602065174
6 0.3333333333333333 0.47765830906225465 0.47683526602065174
7 0.2857142857142857 0.5034268427171339 0.47683526602065174
8 0.375 0.45586914548424384 0.47683526602065174
9 0.3333333333333333 0.47765830906225465 0.47683526602065174
10 0.3 0.49557829321559616 0.47683526602065174
11 0.2727272727272727 0.5106645410186347 0.47683526602065174
12 0.25 0.5235987755982989 0.47683526602065174
13 0.23076923076923078 0.5348516567647698 0.47683526602065174
14 0.21428571428571427 0.5447604764262766 0.47683526602065174
15 0.2 0.5535743588970452 0.47683526602065174
16 0.1875 0.5614819649329821 0.47683526602065174
17 0.17647058823529413 0.56862920871953 0.47683526602065174
18 0.16666666666666666 0.5751309957554658 0.47683526602065174
19 0.15789473684210525 0.5810792358486521 0.47683526602065174
20 0.15 0.5865484558514124 0.47683526602065174
21 0.14285714285714285 0.591599820069858 0.47683526602065174
22 0.18181818181818182 0.5651428318950991 0.47683526602065174
23 0.17391304347826086 0.5703112338370292 0.47683526602065174
24 0.20833333333333334 0.5484057280517248 0.47683526602065174
25 0.24 0.5294118193727102 0.47683526602065174
26 0.23076923076923078 0.5348516567647698 0.47683526602065174
27 0.2222222222222222 0.5399568242527927 0.47683526602065174
28 0.21428571428571427 0.5447604764262766 0.47683526602065174
29 0.20689655172413793 0.5492913205066958 0.47683526602065174
30 0.2 0.5535743588970452 0.47683526602065174
31 0.1935483870967742 0.5576314849082679 0.47683526602065174
32 0.21875 0.5420506858600617 0.47683526602065174
33 0.21212121212121213 0.5460816836351967 0.47683526602065174
34 0.20588235294117646 0.5499178130724871 0.47683526602065174
35 0.22857142857142856 0.5361579448287318 0.47683526602065174
36 0.2222222222222222 0.5399568242527927 0.47683526602065174
37 0.24324324324324326 0.5275176847782941 0.47683526602065174
38 0.23684210526315788 0.5312645403118063 0.47683526602065174
39 0.2564102564102564 0.5199133620264137 0.47683526602065174
40 0.25 0.5235987755982989 0.47683526602065174
41 0.2682926829268293 0.5131602583059555 0.47683526602065174
42 0.2857142857142857 0.5034268427171339 0.47683526602065174
43 0.27906976744186046 0.5071169617230908 0.47683526602065174
44 0.2727272727272727 0.5106645410186347 0.47683526602065174
45 0.26666666666666666 0.514078612272622 0.47683526602065174
46 0.2608695652173913 0.5173674184641968 0.47683526602065174
47 0.2553191489361702 0.5205385010602799 0.47683526602065174
48 0.2708333333333333 0.5117288469266733 0.47683526602065174
49 0.2653061224489796 0.5148484004188754 0.47683526602065174
50 0.26 0.5178627597998712 0.47683526602065174
51 0.2549019607843137 0.5207777565343162 0.47683526602065174
52 0.2692307692307692 0.5126312411176623 0.47683526602065174
53 0.2830188679245283 0.50492060883717 0.47683526602065174
54 0.2777777777777778 0.5078375796190547 0.47683526602065174
55 0.2909090909090909 0.5005597801349253 0.47683526602065174
56 0.2857142857142857 0.5034268427171339 0.47683526602065174
57 0.2982456140350877 0.4965361924899115 0.47683526602065174
58 0.29310344827586204 0.4993532525443981 0.47683526602065174
59 0.288135593220339 0.5020885871841065 0.47683526602065174
60 0.2833333333333333 0.504746115693582 0.47683526602065174
61 0.2786885245901639 0.5073294963481735 0.47683526602065174
62 0.27419354838709675 0.5098421485797427 0.47683526602065174
63 0.2857142857142857 0.5034268427171339 0.47683526602065174
64 0.28125 0.5059032303849555 0.47683526602065174
65 0.27692307692307694 0.5083148626203863 0.47683526602065174
66 0.2727272727272727 0.5106645410186347 0.47683526602065174
67 0.26865671641791045 0.5129548987042784 0.47683526602065174
68 0.27941176470588236 0.5069263813641169 0.47683526602065174
69 0.2753623188405797 0.5091875982892127 0.47683526602065174
70 0.2714285714285714 0.5113941000901014 0.47683526602065174
71 0.2676056338028169 0.5135480790699255 0.47683526602065174
72 0.2638888888888889 0.5156516053400853 0.47683526602065174
73 0.2602739726027397 0.5177066355205302 0.47683526602065174
74 0.25675675675675674 0.5197150206878755 0.47683526602065174
75 0.26666666666666666 0.514078612272622 0.47683526602065174
76 0.2631578947368421 0.5160664303570547 0.47683526602065174
77 0.2597402597402597 0.5180108230040634 0.47683526602065174
78 0.2564102564102564 0.5199133620264137 0.47683526602065174
