# parameters:
#  num_nodes=4, ntest=3, state=ghz
# columns:
#  eta   amp_dam_fidelity    phase_dam_fidelity    dep_noise_fidelity    deph_noise_fidelity
0.6060606060606061 0.4961641676702586 0.7599961335748142 0.36639118457300224 0.7078222187802308
0.6161616161616162 0.4918075920350277 0.7574073886976742 0.3604989286807464 0.7081360045123922
0.6262626262626263 0.48765404453538364 0.754877349152863 0.35475971839608167 0.7085430423638335
0.6363636363636365 0.4837065666593682 0.752406607147583 0.3491735537190076 0.7090600852496401
0.6464646464646465 0.4799681924939325 0.7499957487210727 0.34374043464952564 0.709705199072788
0.6565656565656566 0.47644194498366016 0.7476453531756135 0.33846036118763345 0.7104977275118567
0.6666666666666667 0.4731308313788171 0.7453559924999287 0.33333333333333304 0.7114582486036494
0.6767676767676768 0.47003783789979253 0.7431282307859669 0.3283593510866233 0.7126085221608349
0.686868686868687 0.46716592365463083 0.7409626236401329 0.323538414447505 0.7139714271272738
0.696969696969697 0.46451801385592173 0.7388597175900966 0.31887052341597766 0.715570888077053
0.7070707070707072 0.4620969923926225 0.7368200494883582 0.3143556779920409 0.7174317902117984
0.7171717171717172 0.45990569382138813 0.7348441459138095 0.3099938781756957 0.7195798824072162
0.7272727272727273 0.4579468948505143 0.732932522572594 0.30578512396694163 0.7220416681052121
0.7373737373737375 0.45622330539752964 0.7310856836996038 0.30172941536577846 0.7248442841405669
0.7474747474747475 0.4547375593086685 0.7293041214620071 0.2978267523722065 0.7280153679266471
0.7575757575757577 0.4534922048347645 0.7275883153662397 0.2940771349862257 0.7315829137948129
0.7676767676767677 0.45248969496338803 0.7259387316699364 0.29048056320783544 0.7355751196755745
0.7777777777777778 0.4517323777111915 0.7243558228002934 0.28703703703703654 0.7400202257108978
0.787878787878788 0.4512224864832535 0.722840026780397 0.28374655647382896 0.7449463467781872
0.797979797979798 0.4509621306076986 0.7213917666650627 0.28060912151821216 0.7503813012668485
0.8080808080808082 0.4509532861538241 0.720011449987746 0.27762473217018635 0.7563524387564984
0.8181818181818182 0.45119778714045544 0.7186994682200855 0.2747933884297516 0.7628864694806
0.8282828282828284 0.45169731723810985 0.7174561962456463 0.2721150902969083 0.7700092986019815
0.8383838383838385 0.45245340206389995 0.7162819918494179 0.26958983777165557 0.7777458683621389
0.8484848484848485 0.4534674021618933 0.7151771952246014 0.2672176308539941 0.7861200110853923
0.8585858585858587 0.4547405067539998 0.7141421284982059 0.2649984695439236 0.7951543158191963
0.8686868686868687 0.45627372833745805 0.7131770952769225 0.2629323538414444 0.8048700110783548
0.8787878787878789 0.4580678981947665 0.712282380214736 0.26101928374655625 0.8152868657460455
0.888888888888889 0.46012366287067613 0.7114582486036487 0.25925925925925897 0.8264231096878778
0.8989898989898991 0.46244148165876264 0.7107049459888639 0.25765228037955273 0.8382953750814433
0.9090909090909092 0.4650216251273969 0.7100226978096951 0.25619834710743783 0.8509186588813935
0.9191919191919192 0.4678641747018573 0.7094117090674086 0.25489745944291353 0.8643063062585012
0.9292929292929294 0.4709690233060938 0.7088721640211204 0.2537496173859808 0.8784700142989801
0.9393939393939394 0.47433587705458863 0.7084042259127847 0.2527548209366388 0.8934198547529058
0.9494949494949496 0.47796425797199193 0.7080080367222238 0.25191307009488817 0.9091643141982286
0.9595959595959597 0.4818535077061011 0.7076837169530497 0.2512243648607282 0.925710349654035
0.9696969696969697 0.48600279218842574 0.7074313654502267 0.2506887052341593 0.9430634574410235
0.9797979797979799 0.49041110718625686 0.7072510592499102 0.2503060912151819 0.9612277529500559
0.98989898989899 0.4950772846810401 0.7071428534621059 0.25007652280379533 0.9802060589365289
1.0 0.4999999999999992 0.7071067811865467 0.2499999999999997 0.9999999999999978
