# parameters:
#  num_nodes=4, total_iters=1000, ntest=20, copies=21
#  phase_average=2.1115347763547287, failure_threshold=0.1
# columns:
#  iteration   running_frequency   running_estimation
1 0.0 2.356194490192345
2 0.0 2.356194490192345
3 0.3333333333333333 2.0484546358571514
4 0.25 2.0943951023931957
5 0.2 2.1243706856919418
6 0.16666666666666666 2.1459273225503623
7 0.14285714285714285 2.1623961468647543
8 0.25 2.0943951023931957
9 0.3333333333333333 2.0484546358571514
10 0.4 2.0138348886912034
11 0.36363636363636365 2.0325520661845187
12 0.4166666666666667 2.005357428298543
13 0.46153846153846156 1.9827451936578266
14 0.42857142857142855 1.9993323007199622
15 0.4666666666666667 1.980174445596177
16 0.5 1.9634954084936207
17 0.47058823529411764 1.978209784980391
18 0.5 1.9634954084936207
19 0.5263157894736842 1.9503314314282283
20 0.5 1.9634954084936207
21 0.5238095238095238 1.9515861428375199
22 0.5 1.9634954084936207
23 0.4782608695652174 1.9743684011911498
24 0.4583333333333333 1.9843529301462746
25 0.44 1.9935678790923177
26 0.4230769230769231 2.0021103081146667
27 0.4074074074074074 2.01006048438776
28 0.42857142857142855 1.9993323007199622
29 0.41379310344827586 2.006815317598006
30 0.4 2.0138348886912034
31 0.3870967741935484 2.0204381058902943
32 0.375 2.0266654722791406
33 0.3939393939393939 2.016931673046558
34 0.38235294117647056 2.0228757011889824
35 0.4 2.0138348886912034
36 0.4166666666666667 2.005357428298543
37 0.40540540540540543 2.0110794979737205
38 0.42105263157894735 2.003134978653046
39 0.41025641025641024 2.0086116935926244
40 0.4 2.0138348886912034
41 0.4146341463414634 2.0063884665142355
42 0.42857142857142855 1.9993323007199622
43 0.4186046511627907 2.0043750145399772
44 0.4318181818181818 1.9976928652246821
45 0.4444444444444444 1.9913306620788618
46 0.43478260869565216 1.9961972825130476
47 0.425531914893617 2.0008684976650275
48 0.4166666666666667 2.005357428298543
49 0.40816326530612246 2.009675959166179
50 0.4 2.0138348886912034
51 0.39215686274509803 2.0178440565605404
52 0.38461538461538464 2.021712453058141
53 0.39622641509433965 2.015762123585315
54 0.3888888888888889 2.0195186815689636
55 0.38181818181818183 2.023150841322055
56 0.375 2.0266654722791406
57 0.3684210526315789 2.0300689127731664
58 0.3793103448275862 2.0244421431107047
59 0.3728813559322034 2.027760157686556
60 0.36666666666666664 2.0309786074519716
61 0.36065573770491804 2.034102473649444
62 0.3548387096774194 2.0371363886061946
63 0.3492063492063492 2.0400846671328505
64 0.34375 2.0429513344755907
65 0.3384615384615385 2.0457401512673012
66 0.3484848484848485 2.040463125593134
67 0.34328358208955223 2.043196878548009
68 0.3382352941176471 2.0458596933981013
69 0.3333333333333333 2.0484546358571514
70 0.32857142857142857 2.050984586304386
71 0.323943661971831 2.0534522541717024
72 0.3194444444444444 2.055860190968563
73 0.3150684931506849 2.0582108020965975
74 0.3108108108108108 2.060506357586404
75 0.30666666666666664 2.0627490018723913
76 0.3026315789473684 2.064940762707181
77 0.2987012987012987 2.0670835593047947
78 0.2948717948717949 2.069179209791207
79 0.2911392405063291 2.071229438031649
80 0.2875 2.073235879896061
81 0.2839506172839506 2.075200089017147
82 0.2804878048780488 2.0771235420894127
83 0.2891566265060241 2.0723215950421157
84 0.2857142857142857 2.0742231695120306
85 0.2823529411764706 2.0760866444217143
86 0.29069767441860467 2.0714724916105696
87 0.28735632183908044 2.0733152490565274
88 0.2840909090909091 2.0751223127560765
89 0.2808988764044944 2.076894832520564
90 0.2777777777777778 2.0786339064139514
91 0.27472527472527475 2.080340583740693
92 0.2717391304347826 2.08201586782325
93 0.26881720430107525 2.0836607185867044
94 0.26595744680851063 2.085276054966264
95 0.2736842105263158 2.0809239927759373
96 0.2708333333333333 2.08252517372157
97 0.26804123711340205 2.084098482941834
98 0.2653061224489796 2.085644727213772
99 0.26262626262626265 2.087164680690725
100 0.26 2.0886590865947676
101 0.25742574257425743 2.090128658802074
102 0.2549019607843137 2.091574083329213
103 0.2621359223300971 2.0874433283168843
104 0.25961538461538464 2.0888783511340305
105 0.2571428571428571 2.090290441718561
106 0.25471698113207547 2.091680209508027
107 0.2523364485981308 2.093048241312645
108 0.25 2.0943951023931957
109 0.24770642201834864 2.095721337476303
110 0.24545454545454545 2.097027471711381
111 0.24324324324324326 2.0983140115731906
112 0.24107142857142858 2.099581445713672
113 0.23893805309734514 2.100830245766387
114 0.24561403508771928 2.096934832117237
115 0.25217391304347825 2.093141801619539
116 0.25 2.0943951023931957
117 0.24786324786324787 2.0956305242206037
118 0.2457627118644068 2.096848491440832
119 0.24369747899159663 2.0980494143164137
120 0.24166666666666667 2.0992336896327464
121 0.2396694214876033 2.100401701266354
122 0.23770491803278687 2.1015538207239093
123 0.23577235772357724 2.1026904076537973
124 0.23387096774193547 2.1038118103318735
125 0.24 2.1002081461676068
126 0.23809523809523808 2.1013246507765913
127 0.2440944881889764 2.0978182890036345
128 0.2421875 2.098929642368171
129 0.24031007751937986 2.100026677368884
130 0.23846153846153847 2.1011097010364637
131 0.24427480916030533 2.09771335428065
132 0.25 2.0943951023931957
133 0.2556390977443609 2.091151425724952
134 0.2537313432835821 2.092246116415978
135 0.2518518518518518 2.0933272486971894
136 0.25 2.0943951023931957
137 0.24817518248175183 2.0954499492440744
138 0.2536231884057971 2.0923082579560237
139 0.2589928057553957 2.0892334994736013
140 0.2571428571428571 2.090290441718561
141 0.2553191489361702 2.091334827855176
142 0.2605633802816901 2.088338100133873
143 0.26573426573426573 2.0854023507365254
144 0.2638888888888889 2.086447932134982
145 0.2689655172413793 2.083577092904282
146 0.273972602739726 2.080762309658361
147 0.272108843537415 2.08180814091749
148 0.2702702702702703 2.0828420390027813
149 0.2684563758389262 2.0838642312876288
150 0.2733333333333333 2.08112077884541
151 0.2781456953642384 2.0784285926982324
152 0.27631578947368424 2.079450587674485
153 0.27450980392156865 2.080461276380629
154 0.2727272727272727 2.081460867813531
155 0.2709677419354839 2.08244956554687
156 0.2692307692307692 2.083427567912559
157 0.267515923566879 2.0843950681747243
158 0.2721518987341772 2.08178395568419
159 0.27044025157232704 2.0827463596949602
160 0.26875 2.0836986162761155
161 0.2732919254658385 2.081144007241204
162 0.2716049382716049 2.082091286898847
163 0.27607361963190186 2.079585994801662
164 0.27439024390243905 2.0805282587775276
165 0.2787878787878788 2.0780704267460814
166 0.28313253012048195 2.0756538590564144
167 0.2874251497005988 2.073277226424951
168 0.2857142857142857 2.0742231695120306
169 0.28994082840236685 2.071889340060254
170 0.29411764705882354 2.0695928356419175
171 0.2982456140350877 2.067332519284808
172 0.29651162790697677 2.0682808733052678
173 0.2947976878612717 2.069219841447065
174 0.29310344827586204 2.0701495793392946
175 0.2914285714285714 2.071070238978787
176 0.29545454545454547 2.068859800610446
177 0.2994350282485876 2.0666829204134056
