# parameters:
#  num_nodes=4, num_iters=1000, ntest=10, state=ghz
# columns:
#  sensing_iteration   running_frequency   running_estimation   average_phase
3 0.0 2.356194490192345 1.9832437370318066
11 0.0 2.356194490192345 1.9832437370318066
33 0.3333333333333333 2.0484546358571514 1.9832437370318066
36 0.5 1.9634954084936207 1.9832437370318066
50 0.6 1.913155928296038 1.9832437370318066
117 0.6666666666666666 1.8785361811300902 1.9832437370318066
126 0.5714285714285714 1.9276585162672795 1.9832437370318066
262 0.625 1.900325344708101 1.9832437370318066
271 0.6666666666666666 1.8785361811300902 1.9832437370318066
278 0.7 1.8606161969767487 1.9832437370318066
312 0.6363636363636364 1.8944387508027227 1.9832437370318066
326 0.6666666666666666 1.8785361811300902 1.9832437370318066
337 0.6153846153846154 1.9052783639291002 1.9832437370318066
374 0.5714285714285714 1.9276585162672795 1.9832437370318066
476 0.5333333333333333 1.9468163713910644 1.9832437370318066
481 0.5 1.9634954084936207 1.9832437370318066
485 0.47058823529411764 1.978209784980391 1.9832437370318066
541 0.4444444444444444 1.9913306620788618 1.9832437370318066
567 0.47368421052631576 1.976659385559013 1.9832437370318066
594 0.5 1.9634954084936207 1.9832437370318066
639 0.47619047619047616 1.9754046741497215 1.9832437370318066
653 0.5 1.9634954084936207 1.9832437370318066
694 0.4782608695652174 1.9743684011911498 1.9832437370318066
805 0.5 1.9634954084936207 1.9832437370318066
866 0.48 1.973498077082118 1.9832437370318066
945 0.5 1.9634954084936207 1.9832437370318066
