# parameters:
#  num_nodes=4, num_iters=1000, ntest=10, state=ghz
# columns:
#  sensing_iteration   running_frequency   running_estimation   average_phase
64 0.0 0.7853981633974483 0.5179225101329266
68 0.0 0.7853981633974483 0.5179225101329266
157 0.3333333333333333 0.47765830906225465 0.5179225101329266
159 0.5 0.39269908169872414 0.5179225101329266
169 0.6 0.3423596015011415 0.5179225101329266
188 0.6666666666666666 0.3077398543351937 0.5179225101329266
232 0.5714285714285714 0.35686218947238285 0.5179225101329266
330 0.5 0.39269908169872414 0.5179225101329266
346 0.4444444444444444 0.42053433528396517 0.5179225101329266
404 0.5 0.39269908169872414 0.5179225101329266
427 0.45454545454545453 0.41545777620807794 0.5179225101329266
479 0.4166666666666667 0.43456110150364646 0.5179225101329266
533 0.46153846153846156 0.41194886686293003 0.5179225101329266
576 0.5 0.39269908169872414 0.5179225101329266
590 0.5333333333333333 0.37602004459616784 0.5179225101329266
635 0.5625 0.36136712390670783 0.5179225101329266
674 0.5882352941176471 0.34834918058863157 0.5179225101329266
684 0.5555555555555556 0.36486382811348317 0.5179225101329266
710 0.5263157894736842 0.37953510463333173 0.5179225101329266
803 0.5 0.39269908169872414 0.5179225101329266
862 0.5238095238095238 0.38078981604262335 0.5179225101329266
877 0.5 0.39269908169872414 0.5179225101329266
895 0.5217391304347826 0.3818260890011952 0.5179225101329266
913 0.5 0.39269908169872414 0.5179225101329266
981 0.48 0.4027017502872214 0.5179225101329266
