# parameters:
#  num_nodes=4, num_iters=1000, ntest=10, state=ghz
# columns:
#  sensing_iteration   running_frequency   running_estimation   average_phase
33 0.0 2.356194490192345 1.6488753921822663
100 0.5 1.9634954084936207 1.6488753921822663
104 0.6666666666666666 1.8785361811300902 1.6488753921822663
130 0.5 1.9634954084936207 1.6488753921822663
151 0.6 1.913155928296038 1.6488753921822663
186 0.5 1.9634954084936207 1.6488753921822663
221 0.5714285714285714 1.9276585162672795 1.6488753921822663
242 0.5 1.9634954084936207 1.6488753921822663
276 0.5555555555555556 1.9356601549083798 1.6488753921822663
299 0.6 1.913155928296038 1.6488753921822663
305 0.5454545454545454 1.940736713984267 1.6488753921822663
345 0.5 1.9634954084936207 1.6488753921822663
364 0.46153846153846156 1.9827451936578266 1.6488753921822663
365 0.42857142857142855 1.9993323007199622 1.6488753921822663
371 0.4 2.0138348886912034 1.6488753921822663
438 0.4375 1.994827366285637 1.6488753921822663
491 0.4117647058823529 2.0078453096037134 1.6488753921822663
542 0.3888888888888889 2.0195186815689636 1.6488753921822663
662 0.42105263157894735 2.003134978653046 1.6488753921822663
714 0.4 2.0138348886912034 1.6488753921822663
737 0.38095238095238093 2.0235964626859357 1.6488753921822663
786 0.4090909090909091 2.009204192741848 1.6488753921822663
905 0.43478260869565216 1.9961972825130476 1.6488753921822663
907 0.4166666666666667 2.005357428298543 1.6488753921822663
921 0.4 2.0138348886912034 1.6488753921822663
961 0.38461538461538464 2.021712453058141 1.6488753921822663
998 0.4074074074074074 2.01006048438776 1.6488753921822663
