# parameters:
#     num_nodes=4, num_iters=400, dishonest_node=Node_4, bitflip_nodes=[Node_2, Node_3]
# phases={'Node_1': 2.494201534128609, 'Node_2': 2.569046657255805, 'Node_3': 1.5620456981956863, 'Node_4': 0.6239859797916415}
# phase_average = 1.8123199673429355
# alt_function1 = 2.111186554860132
# alt_function2=4.125188472980369
# columns:
#      iteration   running_est0   running_est1   running_est2
1 2.356194490192345 3.141592653589793 6.283185307179586
2 2.356194490192345 3.141592653589793 4.71238898038469
3 2.356194490192345 3.141592653589793 4.372552070930568
4 2.356194490192345 3.141592653589793 4.1887902047863905
5 1.5707963267948966 3.141592653589793 4.1887902047863905
6 1.5707963267948966 3.141592653589793 4.068887871591405
7 1.5707963267948966 3.141592653589793 4.068887871591405
8 1.5707963267948966 3.141592653589793 3.982661324157723
9 1.5707963267948966 3.141592653589793 3.916786026900154
10 1.5707963267948966 3.141592653589793 3.8643269014032087
11 1.5707963267948966 3.141592653589793 3.8643269014032087
12 1.5707963267948966 3.141592653589793 4.123358010168415
13 1.5707963267948966 3.141592653589793 4.068887871591405
14 1.5707963267948966 3.141592653589793 4.068887871591405
15 1.5707963267948966 3.141592653589793 4.068887871591405
16 1.5707963267948966 3.141592653589793 4.02261397959919
17 1.5707963267948966 3.141592653589793 4.02261397959919
18 1.5707963267948966 3.141592653589793 4.1887902047863905
19 1.5707963267948966 2.214297435588181 4.1887902047863905
20 1.8785361811300902 2.214297435588181 4.1887902047863905
21 1.8785361811300902 2.300523983021863 4.1887902047863905
22 1.8785361811300902 2.300523983021863 4.143778680120507
23 1.8325957145940461 2.300523983021863 4.143778680120507
24 1.8325957145940461 2.366399280279432 4.143778680120507
25 1.8325957145940461 2.0943951023931957 4.143778680120507
26 1.8325957145940461 2.1598272970111707 4.143778680120507
27 1.8325957145940461 2.1598272970111707 4.26947793631105
28 1.8325957145940461 2.1598272970111707 4.226870858089098
29 1.8325957145940461 2.1598272970111707 4.1887902047863905
30 1.8026201312952996 2.1598272970111707 4.1887902047863905
31 1.8026201312952996 2.1598272970111707 4.154481940416794
32 1.781063494436879 2.1598272970111707 4.154481940416794
33 1.8527676474752108 2.1598272970111707 4.154481940416794
34 1.8527676474752108 1.9823131728623846 4.154481940416794
35 1.900325344708101 1.9823131728623846 4.154481940416794
36 1.900325344708101 2.0426581640745387 4.154481940416794
37 1.900325344708101 2.0943951023931957 4.154481940416794
38 1.900325344708101 2.139406627059079 4.154481940416794
39 1.900325344708101 2.1790419057051063 4.154481940416794
40 1.900325344708101 2.1790419057051063 4.251834988703367
41 1.8785361811300902 2.1790419057051063 4.251834988703367
42 1.8606161969767487 2.1790419057051063 4.251834988703367
43 1.8455299491737103 2.1790419057051063 4.251834988703367
44 1.8455299491737103 2.1790419057051063 4.218919585751367
45 1.8455299491737103 2.214297435588181 4.218919585751367
46 1.8455299491737103 2.0943951023931957 4.218919585751367
47 1.8455299491737103 2.1287033667627924 4.218919585751367
48 1.8455299491737103 2.1598272970111707 4.218919585751367
49 1.8455299491737103 2.1882334304102526 4.218919585751367
50 1.8325957145940461 2.1882334304102526 4.218919585751367
51 1.8325957145940461 2.1882334304102526 4.300872134317202
52 1.8647976285686805 2.1882334304102526 4.300872134317202
53 1.8527676474752108 2.1882334304102526 4.300872134317202
54 1.8785361811300902 2.1882334304102526 4.300872134317202
55 1.8785361811300902 2.1882334304102526 4.372552070930568
56 1.8785361811300902 2.214297435588181 4.372552070930568
57 1.8785361811300902 2.2383257714307296 4.372552070930568
58 1.8785361811300902 2.2383257714307296 4.436162349621098
59 1.8785361811300902 2.1477276720313534 4.436162349621098
60 1.8785361811300902 2.1477276720313534 4.403135279257169
61 1.8785361811300902 2.1477276720313534 4.372552070930568
62 1.867396214869711 2.1477276720313534 4.372552070930568
63 1.857397981345324 2.1477276720313534 4.372552070930568
64 1.857397981345324 2.1477276720313534 4.428594871176362
65 1.857397981345324 2.1477276720313534 4.399622258443145
66 1.857397981345324 2.1477276720313534 4.372552070930568
67 1.857397981345324 2.1714930797308276 4.372552070930568
68 1.857397981345324 2.1714930797308276 4.3471817590943225
69 1.857397981345324 2.1714930797308276 4.3233381538806315
70 1.84835691057329 2.1714930797308276 4.3233381538806315
71 1.84835691057329 2.1936229122068993 4.3233381538806315
72 1.84835691057329 2.214297435588181 4.3233381538806315
73 1.84835691057329 2.214297435588181 4.300872134317202
74 1.84012805983529 2.214297435588181 4.300872134317202
75 1.84012805983529 2.139406627059079 4.300872134317202
76 1.84012805983529 2.139406627059079 4.279654446117721
77 1.8606161969767487 2.139406627059079 4.279654446117721
78 1.8606161969767487 2.0731405644539644 4.279654446117721
79 1.8606161969767487 2.0731405644539644 4.259572385639764
80 1.8606161969767487 2.0731405644539644 4.30747533089661
81 1.8785361811300902 2.0731405644539644 4.30747533089661
82 1.8704532750035392 2.0731405644539644 4.30747533089661
83 1.8704532750035392 2.0137073708685356 4.30747533089661
84 1.8704532750035392 1.959847153298955 4.30747533089661
85 1.8704532750035392 1.959847153298955 4.287999271791503
86 1.8704532750035392 1.9106332362490186 4.287999271791503
87 1.8704532750035392 1.8653602472451918 4.287999271791503
88 1.8704532750035392 1.8234765819369754 4.287999271791503
89 1.86298327521912 1.8234765819369754 4.287999271791503
90 1.8560515506674888 1.8234765819369754 4.287999271791503
91 1.8560515506674888 1.8234765819369754 4.26947793631105
92 1.8560515506674888 1.8234765819369754 4.312963740504095
93 1.8560515506674888 1.8234765819369754 4.294966709056771
94 1.849595740144665 1.8234765819369754 4.294966709056771
95 1.849595740144665 1.8470229575584882 4.294966709056771
96 1.849595740144665 1.869328527979773 4.294966709056771
97 1.8435632490746825 1.869328527979773 4.294966709056771
98 1.8435632490746825 1.869328527979773 4.277783454777323
99 1.8435632490746825 1.869328527979773 4.317597860684928
100 1.8435632490746825 1.869328527979773 4.300872134317202
101 1.8585920626011596 1.869328527979773 4.300872134317202
102 1.8585920626011596 1.869328527979773 4.284848256454317
103 1.8527676474752108 1.869328527979773 4.284848256454317
104 1.8527676474752108 1.890500475457644 4.284848256454317
105 1.8527676474752108 1.890500475457644 4.321562849809248
106 1.8662327018676061 1.890500475457644 4.321562849809248
107 1.8606161969767487 1.890500475457644 4.321562849809248
108 1.8606161969767487 1.890500475457644 4.3059413830899125
109 1.8606161969767487 1.890500475457644 4.340220446424364
110 1.8728100221856283 1.890500475457644 4.340220446424364
111 1.867396214869711 1.890500475457644 4.340220446424364
112 1.8785361811300902 1.890500475457644 4.340220446424364
113 1.8785361811300902 1.890500475457644 4.3249939393284365
114 1.8733172284027395 1.890500475457644 4.3249939393284365
115 1.8733172284027395 1.9106332362490186 4.3249939393284365
116 1.8733172284027395 1.8726570358355918 4.3249939393284365
117 1.8683586105711658 1.8726570358355918 4.3249939393284365
118 1.863639098523472 1.8726570358355918 4.3249939393284365
119 1.859139840661641 1.8726570358355918 4.3249939393284365
120 1.859139840661641 1.8920849160597069 4.3249939393284365
121 1.859139840661641 1.8920849160597069 4.310340447286687
122 1.854844027091779 1.8920849160597069 4.310340447286687
123 1.854844027091779 1.9106332362490186 4.310340447286687
124 1.854844027091779 1.9283674304404068 4.310340447286687
125 1.8507366106671461 1.9283674304404068 4.310340447286687
126 1.8507366106671461 1.9283674304404068 4.296224470081438
127 1.8468040737317966 1.9283674304404068 4.296224470081438
128 1.8468040737317966 1.9283674304404068 4.282613549080162
129 1.8468040737317966 1.9283674304404068 4.26947793631105
130 1.8430342318863895 1.9283674304404068 4.26947793631105
131 1.8430342318863895 1.9453462139209745 4.26947793631105
132 1.8430342318863895 1.9616224573703382 4.26947793631105
133 1.8430342318863895 1.9616224573703382 4.256790306988867
134 1.8430342318863895 1.9616224573703382 4.244525508836656
135 1.839416067962254 1.9616224573703382 4.244525508836656
136 1.839416067962254 1.9616224573703382 4.275550530845832
137 1.8359395908092828 1.9616224573703382 4.275550530845832
138 1.8325957145940461 1.9616224573703382 4.275550530845832
139 1.8325957145940461 1.9616224573703382 4.263502871830906
140 1.8325957145940461 1.9616224573703382 4.251834988703367
141 1.8325957145940461 1.9616224573703382 4.240527143105048
142 1.8325957145940461 1.9772439240896735 4.240527143105048
143 1.8293761551500585 1.9772439240896735 4.240527143105048
144 1.8293761551500585 1.9429648607552226 4.240527143105048
145 1.8293761551500585 1.9581913678511498 4.240527143105048
146 1.8293761551500585 1.9581913678511498 4.2295610176396705
147 1.8293761551500585 1.9581913678511498 4.218919585751367
148 1.8293761551500585 1.9728448598928996 4.218919585751367
149 1.8293761551500585 1.9728448598928996 4.208586996009623
150 1.8293761551500585 1.9408893169432824 4.208586996009623
151 1.8293761551500585 1.9408893169432824 4.198548468936398
152 1.8293761551500585 1.9408893169432824 4.1887902047863905
153 1.8293761551500585 1.9408893169432824 4.179299300921102
154 1.8293761551500585 1.9551931012905357 4.179299300921102
155 1.826273340582847 1.9551931012905357 4.179299300921102
156 1.8232803338526917 1.9551931012905357 4.179299300921102
157 1.8203907654704157 1.9551931012905357 4.179299300921102
158 1.8203907654704157 1.9551931012905357 4.170063677609841
159 1.817598774770884 1.9551931012905357 4.170063677609841
160 1.817598774770884 1.9689912273015402 4.170063677609841
161 1.8148989584933553 1.9689912273015402 4.170063677609841
162 1.8122863256115456 1.9689912273015402 4.170063677609841
163 1.8122863256115456 1.9823131728623846 4.170063677609841
164 1.809756257529909 1.9823131728623846 4.170063677609841
165 1.809756257529909 1.9951860353880833 4.170063677609841
166 1.818750602226455 1.9951860353880833 4.170063677609841
167 1.818750602226455 2.0076347763337536 4.170063677609841
168 1.818750602226455 2.01968243534868 4.170063677609841
169 1.818750602226455 2.031350318476219 4.170063677609841
170 1.8162376659395523 2.031350318476219 4.170063677609841
171 1.8162376659395523 2.031350318476219 4.1610720112528075
172 1.8162376659395523 2.031350318476219 4.1523136741581075
173 1.8138000393610565 2.031350318476219 4.1523136741581075
174 1.8138000393610565 2.031350318476219 4.143778680120507
175 1.8114340137660683 2.031350318476219 4.143778680120507
176 1.8114340137660683 2.031350318476219 4.135457635148233
177 1.8114340137660683 2.031350318476219 4.127341692768263
178 1.8091361325897817 2.031350318476219 4.127341692768263
179 1.8091361325897817 2.002239120539701 4.127341692768263
180 1.8091361325897817 2.0137073708685356 4.127341692768263
181 1.8091361325897817 2.0137073708685356 4.154481940416794
182 1.806903169685649 2.0137073708685356 4.154481940416794
183 1.8047321098437326 2.0137073708685356 4.154481940416794
184 1.8026201312952996 2.0137073708685356 4.154481940416794
185 1.800564589967519 2.0137073708685356 4.154481940416794
186 1.800564589967519 2.024832666307421 4.154481940416794
187 1.800564589967519 2.035631939042301 4.154481940416794
188 1.800564589967519 2.0461209618246605 4.154481940416794
189 1.800564589967519 2.0461209618246605 4.146422452705186
190 1.800564589967519 2.0461209618246605 4.138553527864659
191 1.800564589967519 2.018984462774328 4.138553527864659
192 1.798563005284077 2.018984462774328 4.138553527864659
193 1.798563005284077 2.029317985392694 4.138553527864659
194 1.798563005284077 2.029317985392694 4.130867726005439
195 1.798563005284077 2.029317985392694 4.123358010168415
196 1.7966130473346624 2.029317985392694 4.123358010168415
197 1.7966130473346624 2.029317985392694 4.148772764653545
198 1.8045675871432951 2.029317985392694 4.148772764653545
199 1.8045675871432951 2.029317985392694 4.141309510929094
200 1.8045675871432951 2.029317985392694 4.134010750383486
201 1.8045675871432951 2.039368594318971 4.134010750383486
202 1.8045675871432951 2.0491490914441544 4.134010750383486
203 1.8045675871432951 2.0491490914441544 4.158127145932362
204 1.8045675871432951 2.0491490914441544 4.150875925992683
205 1.8045675871432951 2.0586714743351897 4.150875925992683
206 1.8045675871432951 2.0679470006708525 4.150875925992683
207 1.8026201312952996 2.0679470006708525 4.150875925992683
208 1.8026201312952996 2.0679470006708525 4.173921989477952
209 1.8026201312952996 2.0679470006708525 4.1960831469920095
210 1.8026201312952996 2.0679470006708525 4.217424948667794
211 1.8101128065571481 2.0679470006708525 4.217424948667794
212 1.8101128065571481 2.0679470006708525 4.210044742725621
213 1.8101128065571481 2.0679470006708525 4.202815593692817
214 1.8101128065571481 2.0679470006708525 4.1957323756101355
215 1.8101128065571481 2.0679470006708525 4.1887902047863905
216 1.8081713797542267 2.0679470006708525 4.1887902047863905
217 1.8081713797542267 2.0679470006708525 4.181984425152333
218 1.8081713797542267 2.0679470006708525 4.175310594691046
219 1.8062766771198577 2.0679470006708525 4.175310594691046
220 1.8062766771198577 2.0769862464215 4.175310594691046
221 1.8044268449249252 2.0769862464215 4.175310594691046
222 1.8044268449249252 2.0857991584843254 4.175310594691046
223 1.8044268449249252 2.060753653048625 4.175310594691046
224 1.8044268449249252 2.069469673856787 4.175310594691046
225 1.8044268449249252 2.0455764003604058 4.175310594691046
226 1.8044268449249252 2.0455764003604058 4.16876447285186
227 1.8044268449249252 2.0455764003604058 4.1623420088639875
228 1.8026201312952996 2.0455764003604058 4.1623420088639875
229 1.8026201312952996 2.054192316279702 4.1623420088639875
230 1.8026201312952996 2.054192316279702 4.156039330874286
231 1.8026201312952996 2.054192316279702 4.149852735840835
232 1.8026201312952996 2.062606421360341 4.149852735840835
233 1.8008548790928556 2.062606421360341 4.149852735840835
234 1.8008548790928556 2.039863931453859 4.149852735840835
235 1.7991295193982098 2.039863931453859 4.149852735840835
236 1.7991295193982098 2.039863931453859 4.143778680120507
237 1.7991295193982098 2.039863931453859 4.137813770694544
238 1.7991295193982098 2.039863931453859 4.131954756981269
239 1.797442565535706 2.039863931453859 4.131954756981269
240 1.795792607587883 2.039863931453859 4.131954756981269
241 1.794178307352522 2.039863931453859 4.131954756981269
242 1.794178307352522 2.0481828488315386 4.131954756981269
243 1.7925983937005099 2.0481828488315386 4.131954756981269
244 1.7925983937005099 2.056314449090488 4.131954756981269
245 1.7910516582972458 2.056314449090488 4.131954756981269
246 1.7895369516542847 2.056314449090488 4.131954756981269
247 1.7895369516542847 2.034617043518354 4.131954756981269
248 1.7895369516542847 2.0426581640745387 4.131954756981269
249 1.7895369516542847 2.0426581640745387 4.126198523189794
250 1.7895369516542847 2.0426581640745387 4.120542081172687
251 1.7895369516542847 2.0426581640745387 4.13997040829187
252 1.7880531794813945 2.0426581640745387 4.13997040829187
253 1.7880531794813945 2.0505249644706494 4.13997040829187
254 1.7880531794813945 2.0582237116068893 4.13997040829187
255 1.786599299312282 2.0582237116068893 4.13997040829187
256 1.786599299312282 2.037561665842193 4.13997040829187
257 1.786599299312282 2.045179840415802 4.13997040829187
258 1.7851743173799566 2.045179840415802 4.13997040829187
259 1.7851743173799566 2.045179840415802 4.13433902951817
260 1.7851743173799566 2.052641033223822 4.13433902951817
261 1.7837772857201257 2.052641033223822 4.13433902951817
262 1.7837772857201257 2.0599506120775137 4.13433902951817
263 1.7837772857201257 2.0599506120775137 4.153066263092854
264 1.7837772857201257 2.0599506120775137 4.147462719483256
265 1.7903408772192233 2.0599506120775137 4.147462719483256
266 1.7903408772192233 2.0599506120775137 4.165538029688745
267 1.7903408772192233 2.0671136889203634 4.165538029688745
268 1.7903408772192233 2.0741351354419186 4.165538029688745
269 1.7889397901529807 2.0741351354419186 4.165538029688745
270 1.7889397901529807 2.0545622852156344 4.165538029688745
271 1.7889397901529807 2.035631939042301 4.165538029688745
272 1.7889397901529807 2.035631939042301 4.15996466967294
273 1.7889397901529807 2.035631939042301 4.154481940416794
274 1.7889397901529807 2.035631939042301 4.171890933745106
275 1.787565281472815 2.035631939042301 4.171890933745106
276 1.787565281472815 2.035631939042301 4.166438346361007
277 1.7937801534395714 2.035631939042301 4.166438346361007
278 1.7937801534395714 2.035631939042301 4.1610720112528075
279 1.7937801534395714 2.035631939042301 4.155789662374467
280 1.7937801534395714 2.0173039438447207 4.155789662374467
281 1.799734009560032 2.0173039438447207 4.155789662374467
282 1.799734009560032 1.9995420026220772 4.155789662374467
283 1.7983309624644819 1.9995420026220772 4.155789662374467
284 1.7983309624644819 2.006691703032119 4.155789662374467
285 1.7983309624644819 1.9895185608951584 4.155789662374467
286 1.7983309624644819 1.9895185608951584 4.150589116745623
287 1.7983309624644819 1.9895185608951584 4.145468270549824
288 1.7969535046309053 1.9895185608951584 4.145468270549824
289 1.7969535046309053 1.9965897358396099 4.145468270549824
290 1.795600864339142 1.9965897358396099 4.145468270549824
291 1.7942723021989804 1.9965897358396099 4.145468270549824
292 1.7942723021989804 1.9965897358396099 4.162097407414038
293 1.7998915179313266 1.9965897358396099 4.162097407414038
294 1.798563005284077 1.9965897358396099 4.162097407414038
295 1.8039472827724479 1.9965897358396099 4.162097407414038
296 1.8039472827724479 2.0035308610618654 4.162097407414038
297 1.8039472827724479 2.0035308610618654 4.157001327131107
298 1.8039472827724479 1.9869608370981482 4.157001327131107
299 1.8026201312952996 1.9869608370981482 4.157001327131107
300 1.8026201312952996 1.9708564125060781 4.157001327131107
301 1.8013154889084761 1.9708564125060781 4.157001327131107
302 1.8000327235879543 1.9708564125060781 4.157001327131107
303 1.8000327235879543 1.9777714524236538 4.157001327131107
304 1.8000327235879543 1.9621534703331163 4.157001327131107
305 1.798771227991141 1.9621534703331163 4.157001327131107
306 1.798771227991141 1.9621534703331163 4.151981337220178
307 1.8038803805581596 1.9621534703331163 4.151981337220178
308 1.8038803805581596 1.9621534703331163 4.147035550147357
309 1.8026201312952996 1.9621534703331163 4.147035550147357
310 1.8026201312952996 1.9621534703331163 4.163049631293625
311 1.801380196295922 1.9621534703331163 4.163049631293625
312 1.8001600331490084 1.9621534703331163 4.163049631293625
313 1.8001600331490084 1.9621534703331163 4.158127145932362
314 1.7989591195974703 1.9621534703331163 4.158127145932362
315 1.7977769525810867 1.9621534703331163 4.158127145932362
316 1.7966130473346624 1.9621534703331163 4.158127145932362
317 1.7954669365376614 1.9621534703331163 4.158127145932362
318 1.7954669365376614 1.9621534703331163 4.153275616076886
319 1.7943381695118654 1.9621534703331163 4.153275616076886
320 1.7943381695118654 1.9689912273015402 4.153275616076886
321 1.7943381695118654 1.9757099762829766 4.153275616076886
322 1.7943381695118654 1.9605926232691573 4.153275616076886
323 1.79322631146387 1.9605926232691573 4.153275616076886
324 1.7921309427694752 1.9605926232691573 4.153275616076886
325 1.7921309427694752 1.9605926232691573 4.148493341820888
326 1.7921309427694752 1.9458652197787574 4.148493341820888
327 1.7921309427694752 1.952550589539727 4.148493341820888
328 1.7968885364093885 1.952550589539727 4.148493341820888
329 1.7968885364093885 1.952550589539727 4.143778680120507
330 1.7968885364093885 1.9382318364099218 4.143778680120507
331 1.795792607587883 1.9382318364099218 4.143778680120507
332 1.795792607587883 1.9382318364099218 4.13913004235528
333 1.795792607587883 1.9448422807195433 4.13913004235528
334 1.7947125252593628 1.9448422807195433 4.13913004235528
335 1.7936479096606888 1.9448422807195433 4.13913004235528
336 1.7936479096606888 1.9448422807195433 4.134545892016615
337 1.7936479096606888 1.9513435184847163 4.134545892016615
338 1.7936479096606888 1.9577385649832828 4.134545892016615
339 1.7925983937005099 1.9577385649832828 4.134545892016615
340 1.7925983937005099 1.9577385649832828 4.130024742515946
341 1.7915636224185687 1.9577385649832828 4.130024742515946
342 1.790543252473053 1.9577385649832828 4.130024742515946
343 1.790543252473053 1.9577385649832828 4.1452868315409095
344 1.7895369516542847 1.9577385649832828 4.1452868315409095
345 1.7895369516542847 1.9640303186014039 4.1452868315409095
346 1.7895369516542847 1.9640303186014039 4.140782788528314
347 1.7895369516542847 1.9640303186014039 4.136339213500637
348 1.7885443984231528 1.9640303186014039 4.136339213500637
349 1.7885443984231528 1.9702215666754912 4.136339213500637
350 1.7885443984231528 1.9702215666754912 4.131954756981269
351 1.7885443984231528 1.9702215666754912 4.127628111551308
352 1.7930259390986671 1.9702215666754912 4.127628111551308
353 1.792032167338943 1.9702215666754912 4.127628111551308
354 1.792032167338943 1.9702215666754912 4.123358010168415
355 1.792032167338943 1.9702215666754912 4.1191432245676225
356 1.7910516582972458 1.9702215666754912 4.1191432245676225
357 1.7910516582972458 1.9702215666754912 4.114982563739339
358 1.7910516582972458 1.9763149909764837 4.114982563739339
359 1.7900841184722132 1.9763149909764837 4.114982563739339
360 1.7900841184722132 1.9763149909764837 4.129560575168579
361 1.7900841184722132 1.9823131728623846 4.129560575168579
362 1.7891292634100784 1.9823131728623846 4.129560575168579
363 1.7881868173478535 1.9823131728623846 4.129560575168579
364 1.7872565128736297 1.9823131728623846 4.129560575168579
365 1.7863380906030248 1.9823131728623846 4.129560575168579
366 1.7863380906030248 1.9823131728623846 4.125412457266579
367 1.7863380906030248 1.9823131728623846 4.121316454184067
368 1.7863380906030248 1.988218598122815 4.121316454184067
369 1.7863380906030248 1.9745328078391253 4.121316454184067
