# parameters:
#  num_nodes=4, num_iters=1200, ntest=3, seed=43240
#  dishonest_nodes=1, dishonest_action=2
# columns:
#  iteration   running_frequency   running_estimation   average_phase
1 0.0 2.356194490192345 2.3389633988907192
2 0.0 2.356194490192345 2.3389633988907192
3 0.0 2.356194490192345 2.3389633988907192
4 0.0 2.356194490192345 2.3389633988907192
5 0.0 2.356194490192345 2.3389633988907192
6 0.0 2.356194490192345 2.3389633988907192
7 0.0 2.356194490192345 2.3389633988907192
8 0.0 2.356194490192345 2.3389633988907192
9 0.0 2.356194490192345 2.3389633988907192
10 0.0 2.356194490192345 2.3389633988907192
11 0.0 2.356194490192345 2.3389633988907192
12 0.0 2.356194490192345 2.3389633988907192
13 0.0 2.356194490192345 2.3389633988907192
14 0.0 2.356194490192345 2.3389633988907192
15 0.0 2.356194490192345 2.3389633988907192
16 0.0 2.356194490192345 2.3389633988907192
17 0.0 2.356194490192345 2.3389633988907192
18 0.0 2.356194490192345 2.3389633988907192
19 0.0 2.356194490192345 2.3389633988907192
20 0.0 2.356194490192345 2.3389633988907192
21 0.0 2.356194490192345 2.3389633988907192
22 0.0 2.356194490192345 2.3389633988907192
23 0.0 2.356194490192345 2.3389633988907192
24 0.0 2.356194490192345 2.3389633988907192
25 0.0 2.356194490192345 2.3389633988907192
26 0.0 2.356194490192345 2.3389633988907192
27 0.0 2.356194490192345 2.3389633988907192
28 0.0 2.356194490192345 2.3389633988907192
29 0.0 2.356194490192345 2.3389633988907192
30 0.0 2.356194490192345 2.3389633988907192
31 0.0 2.356194490192345 2.3389633988907192
32 0.0 2.356194490192345 2.3389633988907192
33 0.0 2.356194490192345 2.3389633988907192
34 0.0 2.356194490192345 2.3389633988907192
35 0.0 2.356194490192345 2.3389633988907192
36 0.0 2.356194490192345 2.3389633988907192
37 0.0 2.356194490192345 2.3389633988907192
38 0.0 2.356194490192345 2.3389633988907192
39 0.0 2.356194490192345 2.3389633988907192
40 0.0 2.356194490192345 2.3389633988907192
41 0.0 2.356194490192345 2.3389633988907192
42 0.0 2.356194490192345 2.3389633988907192
43 0.0 2.356194490192345 2.3389633988907192
44 0.0 2.356194490192345 2.3389633988907192
45 0.0 2.356194490192345 2.3389633988907192
46 0.0 2.356194490192345 2.3389633988907192
47 0.0 2.356194490192345 2.3389633988907192
48 0.0 2.356194490192345 2.3389633988907192
49 0.0 2.356194490192345 2.3389633988907192
50 0.0 2.356194490192345 2.3389633988907192
51 0.0 2.356194490192345 2.3389633988907192
52 0.0 2.356194490192345 2.3389633988907192
53 0.0 2.356194490192345 2.3389633988907192
54 0.0 2.356194490192345 2.3389633988907192
55 0.0 2.356194490192345 2.3389633988907192
56 0.0 2.356194490192345 2.3389633988907192
57 0.0 2.356194490192345 2.3389633988907192
58 0.0 2.356194490192345 2.3389633988907192
59 0.0 2.356194490192345 2.3389633988907192
60 0.0 2.356194490192345 2.3389633988907192
61 0.0 2.356194490192345 2.3389633988907192
62 0.0 2.356194490192345 2.3389633988907192
63 0.0 2.356194490192345 2.3389633988907192
64 0.0 2.356194490192345 2.3389633988907192
65 0.0 2.356194490192345 2.3389633988907192
66 0.0 2.356194490192345 2.3389633988907192
67 0.0 2.356194490192345 2.3389633988907192
68 0.0 2.356194490192345 2.3389633988907192
69 0.0 2.356194490192345 2.3389633988907192
70 0.0 2.356194490192345 2.3389633988907192
71 0.0 2.356194490192345 2.3389633988907192
72 0.0 2.356194490192345 2.3389633988907192
73 0.0 2.356194490192345 2.3389633988907192
74 0.0 2.356194490192345 2.3389633988907192
75 0.0 2.356194490192345 2.3389633988907192
76 0.0 2.356194490192345 2.3389633988907192
77 0.0 2.356194490192345 2.3389633988907192
78 0.0 2.356194490192345 2.3389633988907192
79 0.0 2.356194490192345 2.3389633988907192
80 0.0 2.356194490192345 2.3389633988907192
81 0.0 2.356194490192345 2.3389633988907192
82 0.0 2.356194490192345 2.3389633988907192
83 0.0 2.356194490192345 2.3389633988907192
84 0.0 2.356194490192345 2.3389633988907192
85 0.0 2.356194490192345 2.3389633988907192
86 0.0 2.356194490192345 2.3389633988907192
87 0.0 2.356194490192345 2.3389633988907192
88 0.0 2.356194490192345 2.3389633988907192
89 0.0 2.356194490192345 2.3389633988907192
90 0.0 2.356194490192345 2.3389633988907192
91 0.0 2.356194490192345 2.3389633988907192
92 0.0 2.356194490192345 2.3389633988907192
93 0.0 2.356194490192345 2.3389633988907192
94 0.0 2.356194490192345 2.3389633988907192
