# parameters:
#  num_nodes=4, num_iters=1000, ntest=3, state=ghz
# columns:
#  sensing_iteration   running_frequency   running_estimation   average_phase
12 0.0 2.356194490192345 2.2234921750649996
21 0.5 1.9634954084936207 2.2234921750649996
35 0.6666666666666666 1.8785361811300902 2.2234921750649996
37 0.75 1.8325957145940461 2.2234921750649996
38 0.8 1.8026201312952996 2.2234921750649996
39 0.6666666666666666 1.8785361811300902 2.2234921750649996
44 0.7142857142857143 1.8527676474752108 2.2234921750649996
45 0.625 1.900325344708101 2.2234921750649996
47 0.5555555555555556 1.9356601549083798 2.2234921750649996
53 0.5 1.9634954084936207 2.2234921750649996
61 0.5454545454545454 1.940736713984267 2.2234921750649996
66 0.5 1.9634954084936207 2.2234921750649996
69 0.46153846153846156 1.9827451936578266 2.2234921750649996
74 0.42857142857142855 1.9993323007199622 2.2234921750649996
75 0.4666666666666667 1.980174445596177 2.2234921750649996
81 0.5 1.9634954084936207 2.2234921750649996
82 0.5294117647058824 1.9487810320068504 2.2234921750649996
83 0.5 1.9634954084936207 2.2234921750649996
92 0.47368421052631576 1.976659385559013 2.2234921750649996
107 0.45 1.9885372637840106 2.2234921750649996
109 0.47619047619047616 1.9754046741497215 2.2234921750649996
110 0.45454545454545453 1.9862541030029746 2.2234921750649996
118 0.43478260869565216 1.9961972825130476 2.2234921750649996
124 0.4166666666666667 2.005357428298543 2.2234921750649996
128 0.4 2.0138348886912034 2.2234921750649996
155 0.4230769230769231 2.0021103081146667 2.2234921750649996
162 0.4074074074074074 2.01006048438776 2.2234921750649996
163 0.39285714285714285 2.0174855331648596 2.2234921750649996
169 0.41379310344827586 2.006815317598006 2.2234921750649996
179 0.4 2.0138348886912034 2.2234921750649996
181 0.41935483870967744 2.003994897136402 2.2234921750649996
194 0.40625 2.0106495050374718 2.2234921750649996
195 0.3939393939393939 2.016931673046558 2.2234921750649996
201 0.38235294117647056 2.0228757011889824 2.2234921750649996
216 0.37142857142857144 2.028511526672219 2.2234921750649996
219 0.3611111111111111 2.033865426801332 2.2234921750649996
225 0.35135135135135137 2.0389605857537947 2.2234921750649996
227 0.34210526315789475 2.0438175558098233 2.2234921750649996
230 0.358974358974359 2.03497829079894 2.2234921750649996
233 0.375 2.0266654722791406 2.2234921750649996
234 0.36585365853658536 2.0314004832529133 2.2234921750649996
239 0.38095238095238093 2.0235964626859357 2.2234921750649996
243 0.3953488372093023 2.0162107654857895 2.2234921750649996
266 0.4090909090909091 2.009204192741848 2.2234921750649996
271 0.4222222222222222 2.0025428660087328 2.2234921750649996
272 0.43478260869565216 1.9961972825130476 2.2234921750649996
273 0.44680851063829785 1.9901415758979386 2.2234921750649996
280 0.4375 1.994827366285637 2.2234921750649996
283 0.42857142857142855 1.9993323007199622 2.2234921750649996
285 0.42 2.003668071731598 2.2234921750649996
287 0.43137254901960786 1.997917796569678 2.2234921750649996
289 0.4423076923076923 1.9924059566226942 2.2234921750649996
293 0.4528301886792453 1.987115439148475 2.2234921750649996
304 0.46296296296296297 1.9820309040520614 2.2234921750649996
305 0.4727272727272727 1.9771385430322903 2.2234921750649996
306 0.48214285714285715 1.9724258790931404 2.2234921750649996
307 0.47368421052631576 1.976659385559013 2.2234921750649996
316 0.4827586206896552 1.9721178074840404 2.2234921750649996
317 0.4745762711864407 1.976212756961132 2.2234921750649996
319 0.48333333333333334 1.9718302858089463 2.2234921750649996
321 0.47540983606557374 1.9757954522251886 2.2234921750649996
327 0.46774193548387094 1.97963565082299 2.2234921750649996
328 0.47619047619047616 1.9754046741497215 2.2234921750649996
339 0.46875 1.9791305989427435 2.2234921750649996
344 0.46153846153846156 1.9827451936578266 2.2234921750649996
350 0.45454545454545453 1.9862541030029746 2.2234921750649996
355 0.44776119402985076 1.9896625644502077 2.2234921750649996
362 0.4411764705882353 1.992975446499933 2.2234921750649996
369 0.43478260869565216 1.9961972825130476 2.2234921750649996
370 0.44285714285714284 1.9921294018016957 2.2234921750649996
386 0.43661971830985913 1.9952710363918131 2.2234921750649996
399 0.4444444444444444 1.9913306620788618 2.2234921750649996
400 0.4383561643835616 1.9943959466766676 2.2234921750649996
401 0.44594594594594594 1.9905753601224 2.2234921750649996
404 0.4533333333333333 1.986862751858894 2.2234921750649996
409 0.4473684210526316 1.98986003984345 2.2234921750649996
410 0.45454545454545453 1.9862541030029746 2.2234921750649996
413 0.46153846153846156 1.9827451936578266 2.2234921750649996
418 0.45569620253164556 1.9856763970110056 2.2234921750649996
420 0.4625 1.9822630312627998 2.2234921750649996
422 0.4691358024691358 1.9789373244998267 2.2234921750649996
437 0.4634146341463415 1.9818044539095268 2.2234921750649996
441 0.46987951807228917 1.9785647732346143 2.2234921750649996
445 0.4642857142857143 1.9813677709650008 2.2234921750649996
448 0.4588235294117647 1.9841069866907994 2.2234921750649996
450 0.46511627906976744 1.9809514497394614 2.2234921750649996
460 0.47126436781609193 1.9778711457186107 2.2234921750649996
469 0.4659090909090909 1.9805540974489155 2.2234921750649996
472 0.47191011235955055 1.9775477508583588 2.2234921750649996
475 0.4666666666666667 1.980174445596177 2.2234921750649996
479 0.4725274725274725 1.9772385931726486 2.2234921750649996
480 0.4782608695652174 1.9743684011911498 2.2234921750649996
