# parameters:
#  num_nodes=4, num_iters=1000, ntest=10, failure threshold=0.1
# columns:
#  sensing_iteration   running_frequency   running_estimation   average_phase
0 1.0 1.5707963267948966 1.6431655311654265
2 0.5 1.9634954084936207 1.6431655311654265
4 0.3333333333333333 2.0484546358571514 1.6431655311654265
5 0.5 1.9634954084936207 1.6431655311654265
7 0.4 2.0138348886912034 1.6431655311654265
13 0.5 1.9634954084936207 1.6431655311654265
14 0.5714285714285714 1.9276585162672795 1.6431655311654265
15 0.625 1.900325344708101 1.6431655311654265
17 0.6666666666666666 1.8785361811300902 1.6431655311654265
19 0.7 1.8606161969767487 1.6431655311654265
24 0.6363636363636364 1.8944387508027227 1.6431655311654265
26 0.5833333333333334 1.9216333886886985 1.6431655311654265
28 0.5384615384615384 1.9442456233294148 1.6431655311654265
32 0.5 1.9634954084936207 1.6431655311654265
34 0.4666666666666667 1.980174445596177 1.6431655311654265
36 0.4375 1.994827366285637 1.6431655311654265
47 0.47058823529411764 1.978209784980391 1.6431655311654265
51 0.5 1.9634954084936207 1.6431655311654265
59 0.5263157894736842 1.9503314314282283 1.6431655311654265
67 0.55 1.9384535532032308 1.6431655311654265
74 0.5238095238095238 1.9515861428375199 1.6431655311654265
76 0.5454545454545454 1.940736713984267 1.6431655311654265
92 0.5217391304347826 1.9526224157960916 1.6431655311654265
95 0.5 1.9634954084936207 1.6431655311654265
104 0.48 1.973498077082118 1.6431655311654265
108 0.46153846153846156 1.9827451936578266 1.6431655311654265
111 0.4444444444444444 1.9913306620788618 1.6431655311654265
112 0.4642857142857143 1.9813677709650008 1.6431655311654265
113 0.4482758620689655 1.9894038283723032 1.6431655311654265
123 0.43333333333333335 1.996928305846106 1.6431655311654265
125 0.41935483870967744 2.003994897136402 1.6431655311654265
126 0.4375 1.994827366285637 1.6431655311654265
127 0.45454545454545453 1.9862541030029746 1.6431655311654265
139 0.4411764705882353 1.992975446499933 1.6431655311654265
149 0.45714285714285713 1.9849503061200946 1.6431655311654265
152 0.4444444444444444 1.9913306620788618 1.6431655311654265
154 0.43243243243243246 1.9973828703386025 1.6431655311654265
155 0.4473684210526316 1.98986003984345 1.6431655311654265
160 0.46153846153846156 1.9827451936578266 1.6431655311654265
169 0.45 1.9885372637840106 1.6431655311654265
175 0.4634146341463415 1.9818044539095268 1.6431655311654265
176 0.4523809523809524 1.987341073245673 1.6431655311654265
181 0.46511627906976744 1.9809514497394614 1.6431655311654265
188 0.45454545454545453 1.9862541030029746 1.6431655311654265
193 0.4444444444444444 1.9913306620788618 1.6431655311654265
196 0.45652173913043476 1.9852620290804697 1.6431655311654265
