# parameters:
#     num_nodes=4, num_iters=400, num_dishonest=2, dishonest_action=2
# dishonest_nodes=['Node_4', 'Node_3']
# phases={'Node_1': 2.311637643185757, 'Node_2': 0.1527002353636515, 'Node_3': 2.6746080499083487, 'Node_4': 1.49225630480081}
# difference=-1.7025264761597505
# columns:
#      iteration   running_frequency   running_estimation
1 0.0 -3.141592653589793
2 0.0 -3.141592653589793
3 0.3333333333333333 -1.9106332362490186
4 0.5 -1.5707963267948966
5 0.6 -1.369438406004566
6 0.6666666666666666 -1.2309594173407747
7 0.5714285714285714 -1.4274487578895314
8 0.625 -1.318116071652818
9 0.5555555555555556 -1.4594553124539327
10 0.5 -1.5707963267948966
11 0.45454545454545453 -1.6618311048323118
12 0.5 -1.5707963267948966
13 0.5384615384615384 -1.493797186138073
14 0.5714285714285714 -1.4274487578895314
15 0.5333333333333333 -1.5040801783846713
16 0.5 -1.5707963267948966
17 0.5294117647058824 -1.5119388208478153
18 0.5 -1.5707963267948966
19 0.47368421052631576 -1.6234522350564664
20 0.5 -1.5707963267948966
21 0.47619047619047616 -1.6184333894192997
22 0.45454545454545453 -1.6618311048323118
23 0.4782608695652174 -1.6142882975850124
24 0.5 -1.5707963267948966
25 0.48 -1.6108070011488855
26 0.46153846153846156 -1.6477954674517201
27 0.48148148148148145 -1.6078418366069887
28 0.4642857142857143 -1.642285776680417
29 0.4482758620689655 -1.674430006309627
30 0.4666666666666667 -1.6375124752051218
31 0.4838709677419355 -1.6030599884631436
32 0.5 -1.5707963267948966
33 0.48484848484848486 -1.6011039967610834
34 0.5 -1.5707963267948966
35 0.4857142857142857 -1.5993716440641892
36 0.5 -1.5707963267948966
37 0.4864864864864865 -1.597826645265175
38 0.47368421052631576 -1.6234522350564664
39 0.46153846153846156 -1.6477954674517201
40 0.45 -1.6709637479564563
41 0.4634146341463415 -1.6440325084585206
42 0.47619047619047616 -1.6184333894192997
43 0.4883720930232558 -1.5940542375102071
44 0.4772727272727273 -1.6162665392118938
45 0.4888888888888889 -1.5930203784131638
46 0.4782608695652174 -1.6142882975850124
47 0.46808510638297873 -1.6346695366848383
48 0.4583333333333333 -1.6542264134055116
49 0.46938775510204084 -1.6320591306229513
50 0.48 -1.6108070011488855
51 0.49019607843137253 -1.5904054265793561
52 0.4807692307692308 -1.6092673542022249
53 0.4716981132075472 -1.627430370337383
54 0.46296296296296297 -1.6449383090286596
55 0.45454545454545453 -1.6618311048323118
56 0.44642857142857145 -1.6781452428967651
57 0.45614035087719296 -1.6586285116132005
58 0.4482758620689655 -1.674430006309627
59 0.4576271186440678 -1.6556438572257903
60 0.4666666666666667 -1.6375124752051218
61 0.45901639344262296 -1.6528556030051869
62 0.45161290322580644 -1.6677222128349056
63 0.4603174603174603 -1.6502449608800338
64 0.453125 -1.664684201902413
65 0.46153846153846156 -1.6477954674517201
66 0.45454545454545453 -1.6618311048323118
67 0.44776119402985076 -1.6754649506212447
68 0.4411764705882353 -1.6887164788201459
69 0.4492753623188406 -1.6724204316463167
70 0.44285714285714284 -1.6853323000271965
71 0.4507042253521127 -1.6695483019441573
72 0.4583333333333333 -1.6542264134055116
73 0.4520547945205479 -1.6668343007396949
74 0.4594594594594595 -1.6519665114821986
75 0.4666666666666667 -1.6375124752051218
76 0.4605263157894737 -1.6498259351236333
77 0.4675324675324675 -1.6357771123309022
78 0.46153846153846156 -1.6477954674517201
79 0.45569620253164556 -1.6595202808644365
80 0.45 -1.6709637479564563
81 0.4567901234567901 -1.6573240121805275
82 0.45121951219512196 -1.6685127356440028
83 0.4457831325301205 -1.6794436856843868
84 0.4523809523809524 -1.666178985803106
85 0.4588235294117647 -1.6532426395836117
86 0.45348837209302323 -1.6639542678295611
87 0.4482758620689655 -1.674430006309627
88 0.4431818181818182 -1.68467869124818
89 0.43820224719101125 -1.6947086864254852
90 0.43333333333333335 -1.7045279162048381
91 0.42857142857142855 -1.714143895700262
92 0.42391304347826086 -1.7235637583800452
93 0.41935483870967744 -1.732794281366022
94 0.425531914893617 -1.720288683480524
95 0.42105263157894735 -1.7293546074325965
96 0.4166666666666667 -1.7382444060145859
97 0.422680412371134 -1.726058551747971
98 0.41836734693877553 -1.7347957951099011
99 0.42424242424242425 -1.72289726848168
100 0.42 -1.7314869797468073
101 0.42574257425742573 -1.7198626263627348
102 0.4215686274509804 -1.728309593001727
103 0.42718446601941745 -1.7169471376951966
104 0.4230769230769231 -1.7252559252790807
105 0.41904761904761906 -1.7334169039890206
106 0.41509433962264153 -1.7414345328692142
107 0.4205607476635514 -1.730350951993965
108 0.42592592592592593 -1.719491821062459
109 0.43119266055045874 -1.7088491027351067
110 0.42727272727272725 -1.716768715339101
111 0.43243243243243246 -1.7063461741748234
112 0.4375 -1.696124157962962
113 0.4336283185840708 -1.7039326543465443
114 0.4298245614035088 -1.7116121175672367
115 0.4260869565217391 -1.7191661742664366
116 0.4224137931034483 -1.7265983055254375
117 0.4188034188034188 -1.7339118545137682
118 0.4152542372881356 -1.7411100336387624
119 0.42016806722689076 -1.7311464677512478
120 0.4166666666666667 -1.7382444060145859
121 0.4132231404958678 -1.745233336969527
122 0.4098360655737705 -1.7521161011963868
123 0.4146341463414634 -1.7423685588773563
124 0.4112903225806452 -1.7491599087245397
125 0.408 -1.7558507217203887
126 0.40476190476190477 -1.7624435217703132
127 0.4094488188976378 -1.7529035596942342
128 0.40625 -1.7594127129703008
129 0.40310077519379844 -1.7658288580912929
130 0.4076923076923077 -1.756476832504455
131 0.4122137404580153 -1.7472836174679347
132 0.4090909090909091 -1.7536314637878052
133 0.40601503759398494 -1.7598911444312935
134 0.40298507462686567 -1.7660647365521593
135 0.4074074074074074 -1.757056630371453
136 0.4117647058823529 -1.748195931235267
137 0.40875912408759124 -1.7543063237010588
138 0.4057971014492754 -1.760334946106784
139 0.4028776978417266 -1.7662836551853447
140 0.40714285714285714 -1.7575950708295383
141 0.40425531914893614 -1.7634756917996486
142 0.4084507042253521 -1.7549337340792925
143 0.4125874125874126 -1.7465245324743006
144 0.4097222222222222 -1.7523475875919812
145 0.4068965517241379 -1.758096426721385
146 0.410958904109589 -1.7498334718108317
147 0.40816326530612246 -1.7555185294851297
148 0.40540540540540543 -1.7611326847152968
149 0.40268456375838924 -1.7666774387689665
150 0.4 -1.7721542475852274
151 0.40397350993377484 -1.7640499690155367
152 0.40131578947368424 -1.7694691361915458
153 0.39869281045751637 -1.7748232672899535
154 0.4025974025974026 -1.7668551628619011
155 0.4 -1.7721542475852274
156 0.40384615384615385 -1.7643095193056821
157 0.40764331210191085 -1.7565765384641252
158 0.4050632911392405 -1.7618295440624672
159 0.4025157232704403 -1.7670217150328706
160 0.4 -1.7721542475852274
161 0.39751552795031053 -1.7772283043828065
162 0.4012345679012346 -1.769634841573379
163 0.3987730061349693 -1.7746594815061645
164 0.4024390243902439 -1.7671781166038096
165 0.40606060606060607 -1.7597983543031033
166 0.4036144578313253 -1.7647817470779095
167 0.40718562874251496 -1.7575080138725867
168 0.4107142857142857 -1.7503306781710954
169 0.41420118343195267 -1.743247455094856
170 0.4176470588235294 -1.7362561405643921
171 0.42105263157894735 -1.7293546074325965
172 0.4186046511627907 -1.7343147509803225
173 0.4161849710982659 -1.7392215438071388
174 0.41954022988505746 -1.7324185914823726
175 0.41714285714285715 -1.7372785941229612
176 0.4147727272727273 -1.7420872738129316
177 0.4180790960451977 -1.7353801657745032
178 0.42134831460674155 -1.728755757651923
179 0.41899441340782123 -1.733524738942669
180 0.4166666666666667 -1.7382444060145859
181 0.4198895027624309 -1.731710862512126
182 0.4230769230769231 -1.7252559252790807
183 0.4262295081967213 -1.7188779100018945
184 0.42391304347826086 -1.7235637583800452
185 0.42162162162162165 -1.7282022770361274
186 0.41935483870967744 -1.732794281366022
187 0.42245989304812837 -1.7265049758470166
188 0.42021276595744683 -1.7310559092089217
189 0.41798941798941797 -1.735561981539661
190 0.41578947368421054 -1.7400239467094627
191 0.41361256544502617 -1.7444425404481738
192 0.4114583333333333 -1.7488184809186111
193 0.40932642487046633 -1.753152469267338
194 0.4072164948453608 -1.7574451901539265
195 0.40512820512820513 -1.7616973122597208
196 0.4030612244897959 -1.7659094887770517
197 0.40609137055837563 -1.759735710122512
198 0.40404040404040403 -1.7639136448520367
199 0.4020100502512563 -1.7680529549364605
200 0.4 -1.7721542475852274
201 0.40298507462686567 -1.7660647365521593
202 0.40594059405940597 -1.7600427358097759
203 0.4039408866995074 -1.7641164535474505
204 0.4019607843137255 -1.7681534363452687
205 0.4 -1.7721542475852274
206 0.39805825242718446 -1.7761194383044674
207 0.3961352657004831 -1.7800495475499065
208 0.39903846153846156 -1.774117374345351
209 0.4019138755980861 -1.768249111907501
210 0.4 -1.7721542475852274
211 0.4028436018957346 -1.7663531716175158
212 0.4056603773584906 -1.7606133881396124
213 0.40375586854460094 -1.7644935277420906
214 0.40654205607476634 -1.7588180880247948
215 0.40930232558139534 -1.7532014807151082
216 0.4074074074074074 -1.757056630371453
217 0.4055299539170507 -1.7608790126247493
218 0.4036697247706422 -1.7646691016163356
219 0.4063926940639269 -1.7591221800348142
220 0.40454545454545454 -1.7628845145151164
221 0.40271493212669685 -1.7666155182724563
222 0.4009009009009009 -1.770315635306214
223 0.3991031390134529 -1.7739853006201647
224 0.4017857142857143 -1.7685105205512135
225 0.4 -1.7721542475852274
226 0.39823008849557523 -1.7757684053303373
227 0.3964757709251101 -1.7793534018784238
228 0.3991228070175439 -1.773945138562646
229 0.39737991266375544 -1.7775054265555883
230 0.4 -1.7721542475852274
231 0.39826839826839827 -1.7756901482259242
232 0.40086206896551724 -1.7703948716936109
233 0.39914163090128757 -1.7739067005097577
234 0.3974358974358974 -1.7773910228874916
235 0.39574468085106385 -1.780848205249405
236 0.3983050847457627 -1.775615208293417
237 0.39662447257383965 -1.7790494210880203
238 0.39915966386554624 -1.773869877786486
239 0.401673640167364 -1.768739127614221
240 0.4041666666666667 -1.763656342894471
241 0.4024896265560166 -1.7670749299591735
242 0.40082644628099173 -1.770467560736206
243 0.40329218106995884 -1.7654386635262174
244 0.4016393442622951 -1.768809085967998
245 0.4 -1.7721542475852274
246 0.3983739837398374 -1.7754744705969976
247 0.3967611336032389 -1.7787700713454042
248 0.3951612903225806 -1.782041360436201
249 0.39357429718875503 -1.785288642875263
250 0.396 -1.7803261199625178
251 0.398406374501992 -1.7754083084794416
252 0.3968253968253968 -1.7786387161482433
253 0.3952569169960474 -1.7818457630907292
254 0.3937007874015748 -1.7850297366359076
255 0.39215686274509803 -1.7881909190625749
256 0.390625 -1.79132958771573
257 0.38910505836575876 -1.7944460151196473
258 0.3875968992248062 -1.7975404690877266
259 0.3861003861003861 -1.8006132128292243
260 0.38461538461538464 -1.803664505052979
261 0.3831417624521073 -1.8066946000682271
262 0.38549618320610685 -1.8018544282858249
263 0.3840304182509506 -1.8048670637778301
264 0.38257575757575757 -1.8078590172979825
265 0.38113207547169814 -1.8108305298934824
266 0.38345864661654133 -1.806042830441147
267 0.38202247191011235 -1.80899758455011
268 0.3805970149253731 -1.811932385902175
269 0.3828996282527881 -1.807192692245189
