# parameters:
#     num_nodes=4, num_iters=400, num_dishonest=1, dishonest_action=2
# dishonest_nodes=['Node_4']
# phases={'Node_1': 3.1083415816896234, 'Node_2': 1.972176268118365, 'Node_3': 3.0693413232098092, 'Node_4': 0.8231220270207176}
# difference=7.326737145997079
# columns:
#      iteration   running_frequency   running_estimation
1 1.0 6.283185307179586
2 1.0 6.283185307179586
3 1.0 6.283185307179586
4 0.75 7.3303828583761845
5 0.8 7.2104805251811985
6 0.8333333333333334 7.124253977747516
7 0.8571428571428571 7.058378680489947
8 0.875 7.005919554993002
9 0.8888888888888888 6.96285912608783
10 0.9 6.9266864159728705
11 0.9090909090909091 6.8957400455189255
12 0.9166666666666666 6.868870850636737
13 0.9230769230769231 6.845255110185214
14 0.9285714285714286 6.824284833136732
15 0.9333333333333333 6.805500128985635
16 0.875 7.005919554993002
17 0.8823529411764706 6.983396862713877
18 0.8333333333333334 7.124253977747516
19 0.7894736842105263 7.236544530359127
20 0.75 7.3303828583761845
21 0.7619047619047619 7.302664664842601
22 0.7727272727272727 7.277050288738026
23 0.782608695652174 7.253284881038552
24 0.7916666666666666 7.23115504856248
25 0.8 7.2104805251811985
26 0.8076923076923077 7.191107810324347
27 0.7777777777777778 7.264950663758209
28 0.7857142857142857 7.245736055064273
29 0.7931034482758621 7.227612678742596
30 0.8 7.2104805251811985
31 0.8064516129032258 7.194252021136308
32 0.8125 7.178850101037451
33 0.7878787878787878 7.2404512262285925
34 0.7941176470588235 7.225106708479431
35 0.8 7.2104805251811985
36 0.8055555555555556 7.196518077592839
37 0.8108108108108109 7.183170430351532
38 0.8157894736842105 7.1703935748020395
39 0.8205128205128205 7.158147806617139
40 0.825 7.146397197249128
41 0.8292682926829268 7.135109142880503
42 0.8095238095238095 7.18645218933865
43 0.813953488372093 7.175120613758286
44 0.8181818181818182 7.164206633188983
45 0.8 7.2104805251811985
46 0.8043478260869565 7.1995660717253065
47 0.8085106382978723 7.189029739973843
48 0.8125 7.178850101037451
49 0.8163265306122449 7.169007395326864
50 0.82 7.159483368347927
51 0.803921568627451 7.200640132596034
52 0.8076923076923077 7.191107810324347
53 0.8113207547169812 7.181867746150646
54 0.8148148148148148 7.17290524585548
55 0.8181818181818182 7.164206633188983
56 0.8214285714285714 7.155759160611923
57 0.8245614035087719 7.147550929455551
58 0.8275862068965517 7.139570818343468
59 0.8305084745762712 7.131808418880205
60 0.8333333333333334 7.124253977747516
61 0.8360655737704918 7.11689834446484
62 0.8387096774193549 7.109732924168493
63 0.8253968253968254 7.145352362412099
64 0.8125 7.178850101037451
65 0.8153846153846154 7.171437506854957
66 0.8181818181818182 7.164206633188983
67 0.8208955223880597 7.157150147368699
68 0.8235294117647058 7.15026112589126
69 0.8260869565217391 7.143533025421263
70 0.8285714285714286 7.1369596562724205
71 0.8309859154929577 7.130535158123332
72 0.8333333333333334 7.124253977747516
73 0.8356164383561644 7.118110848562559
74 0.8378378378378378 7.112100771824753
75 0.84 7.106218999314562
76 0.8289473684210527 7.135961724575994
77 0.8311688311688312 7.130046971024428
78 0.8333333333333334 7.124253977747516
79 0.8354430379746836 7.118578611075974
80 0.8375 7.113016931771463
81 0.8395061728395061 7.107565183388997
82 0.8414634146341463 7.102219781482055
83 0.8433734939759037 7.0969773035790285
84 0.8452380952380952 7.091834479866494
85 0.8470588235294118 7.086788184521002
86 0.8488372093023255 7.0818354276365625
87 0.8505747126436781 7.076973347699882
88 0.8522727272727273 7.072199204569901
89 0.8539325842696629 7.067510372922017
90 0.8555555555555555 7.062904336121029
91 0.8571428571428571 7.058378680489947
92 0.8478260869565217 7.084654290451336
93 0.8494623655913979 7.080088705993277
94 0.851063829787234 7.075600450569992
95 0.8526315789473684 7.071187360463365
96 0.8541666666666666 7.066847355977384
97 0.8556701030927835 7.0625784372792495
98 0.8571428571428571 7.058378680489947
99 0.8585858585858586 7.05424623400674
100 0.86 7.0501793150414525
101 0.8613861386138614 7.046176206359718
102 0.8627450980392157 7.042235253207506
103 0.8640776699029126 7.0383548604123325
104 0.8653846153846154 7.034533489647493
105 0.8571428571428571 7.058378680489947
106 0.8584905660377359 7.054519672441826
107 0.8598130841121495 7.050717847254167
108 0.8611111111111112 7.046971803577418
109 0.8623853211009175 7.043280187774503
110 0.8636363636363636 7.039641691847957
111 0.8558558558558559 7.062049724041262
112 0.8571428571428571 7.058378680489947
113 0.8584070796460177 7.054759170363035
114 0.8596491228070176 7.051189996580004
115 0.8608695652173913 7.047670000715216
116 0.8620689655172413 7.044198061404316
117 0.8632478632478633 7.0407730928303796
118 0.864406779661017 7.0373940432851185
119 0.865546218487395 7.034059893800771
120 0.8583333333333333 7.054970677820833
121 0.859504132231405 7.051607324834286
122 0.8524590163934426 7.071674057309157
123 0.8455284552845529 7.091031357279152
124 0.8387096774193549 7.109732924168493
125 0.832 7.1278259880003025
126 0.8333333333333334 7.124253977747516
127 0.8346456692913385 7.12072704052961
128 0.828125 7.138143573749372
129 0.8217054263565892 7.155036069197788
130 0.823076923076923 7.15144747779442
131 0.8244274809160306 7.1479029877272175
132 0.8257575757575758 7.144401699929858
133 0.8195488721804511 7.1606570337543145
134 0.8208955223880597 7.157150147368699
135 0.8222222222222222 7.153685121133517
136 0.8235294117647058 7.15026112589126
137 0.8248175182481752 7.14687735537945
138 0.8260869565217391 7.143533025421263
139 0.8201438848920863 7.159108792491812
140 0.8214285714285714 7.155759160611923
141 0.8226950354609929 7.152447798664056
142 0.823943661971831 7.149173980853613
143 0.8251748251748252 7.145937000580421
