# parameters:
#  num_nodes=4, num_iters=1200, ntest=3
#  dishonest_nodes=2, dishonest_action=3
# columns:
#  iteration   running_frequency   running_estimation   average_phase
1 1.0 1.5707963267948966 1.8050966955145964
2 1.0 1.5707963267948966 1.8050966955145964
3 0.6666666666666666 1.8785361811300902 1.8050966955145964
4 0.75 1.8325957145940461 1.8050966955145964
5 0.8 1.8026201312952996 1.8050966955145964
6 0.6666666666666666 1.8785361811300902 1.8050966955145964
7 0.5714285714285714 1.9276585162672795 1.8050966955145964
8 0.625 1.900325344708101 1.8050966955145964
9 0.6666666666666666 1.8785361811300902 1.8050966955145964
10 0.7 1.8606161969767487 1.8050966955145964
11 0.7272727272727273 1.8455299491737103 1.8050966955145964
12 0.6666666666666666 1.8785361811300902 1.8050966955145964
13 0.6153846153846154 1.9052783639291002 1.8050966955145964
14 0.6428571428571429 1.8910574831346088 1.8050966955145964
15 0.6666666666666666 1.8785361811300902 1.8050966955145964
16 0.6875 1.867396214869711 1.8050966955145964
17 0.7058823529411765 1.857397981345324 1.8050966955145964
18 0.7222222222222222 1.84835691057329 1.8050966955145964
19 0.7368421052631579 1.84012805983529 1.8050966955145964
20 0.7 1.8606161969767487 1.8050966955145964
21 0.7142857142857143 1.8527676474752108 1.8050966955145964
22 0.6818181818181818 1.8704532750035392 1.8050966955145964
23 0.6956521739130435 1.86298327521912 1.8050966955145964
24 0.7083333333333334 1.8560515506674888 1.8050966955145964
25 0.72 1.849595740144665 1.8050966955145964
26 0.7307692307692307 1.8435632490746825 1.8050966955145964
27 0.7037037037037037 1.8585920626011596 1.8050966955145964
28 0.6785714285714286 1.872193603171029 1.8050966955145964
29 0.6551724137931034 1.8846064712190307 1.8050966955145964
30 0.6666666666666666 1.8785361811300902 1.8050966955145964
31 0.6451612903225806 1.889854428381047 1.8050966955145964
32 0.625 1.900325344708101 1.8050966955145964
33 0.6363636363636364 1.8944387508027227 1.8050966955145964
34 0.6470588235294118 1.8888623581974016 1.8050966955145964
35 0.6285714285714286 1.8984792903150225 1.8050966955145964
36 0.6388888888888888 1.8931253901859095 1.8050966955145964
37 0.6216216216216216 1.9020683770290048 1.8050966955145964
38 0.631578947368421 1.896921904214075 1.8050966955145964
39 0.6410256410256411 1.8920125261883012 1.8050966955145964
40 0.65 1.8873222449897713 1.8050966955145964
41 0.6341463414634146 1.895590333734328 1.8050966955145964
42 0.6190476190476191 1.9033943543013059 1.8050966955145964
43 0.627906976744186 1.8988230138250664 1.8050966955145964
44 0.6363636363636364 1.8944387508027227 1.8050966955145964
45 0.6222222222222222 1.9017587298535124 1.8050966955145964
46 0.6304347826086957 1.8975146964611738 1.8050966955145964
47 0.6170212765957447 1.9044369952614986 1.8050966955145964
48 0.625 1.900325344708101 1.8050966955145964
49 0.6122448979591837 1.9068905491959627 1.8050966955145964
50 0.6 1.913155928296038 1.8050966955145964
51 0.6078431372549019 1.9091467604267012 1.8050966955145964
52 0.6153846153846154 1.9052783639291002 1.8050966955145964
53 0.6226415094339622 1.901542503778358 1.8050966955145964
54 0.6296296296296297 1.8979316187746567 1.8050966955145964
55 0.6363636363636364 1.8944387508027227 1.8050966955145964
56 0.6428571428571429 1.8910574831346088 1.8050966955145964
57 0.6491228070175439 1.887781886417124 1.8050966955145964
58 0.6379310344827587 1.8936237942140202 1.8050966955145964
59 0.6271186440677966 1.8992306593006856 1.8050966955145964
60 0.6333333333333333 1.8960122095352698 1.8050966955145964
61 0.6229508196721312 1.9013829624153025 1.8050966955145964
62 0.6290322580645161 1.8982408275989293 1.8050966955145964
63 0.6349206349206349 1.8951883628584612 1.8050966955145964
64 0.625 1.900325344708101 1.8050966955145964
65 0.6307692307692307 1.8973414581701569 1.8050966955145964
66 0.6212121212121212 1.9022794449422153 1.8050966955145964
67 0.6268656716417911 1.8993614338296987 1.8050966955145964
68 0.6323529411764706 1.8965206803921233 1.8050966955145964
69 0.6231884057971014 1.901260398612555 1.8050966955145964
70 0.6285714285714286 1.8984792903150225 1.8050966955145964
71 0.6197183098591549 1.9030490208360142 1.8050966955145964
72 0.625 1.900325344708101 1.8050966955145964
73 0.6164383561643836 1.9047367384527418 1.8050966955145964
74 0.6216216216216216 1.9020683770290048 1.8050966955145964
75 0.6266666666666667 1.8994642971815199 1.8050966955145964
76 0.631578947368421 1.896921904214075 1.8050966955145964
77 0.6363636363636364 1.8944387508027227 1.8050966955145964
78 0.6282051282051282 1.8986687944254264 1.8050966955145964
79 0.6329113924050633 1.8962310800365914 1.8050966955145964
80 0.625 1.900325344708101 1.8050966955145964
81 0.6296296296296297 1.8979316187746567 1.8050966955145964
82 0.6341463414634146 1.895590333734328 1.8050966955145964
83 0.6265060240963856 1.8995473233687894 1.8050966955145964
84 0.6190476190476191 1.9033943543013059 1.8050966955145964
85 0.6235294117647059 1.901084456799267 1.8050966955145964
86 0.6162790697674418 1.904818630034578 1.8050966955145964
87 0.6206896551724138 1.9025486738765367 1.8050966955145964
88 0.625 1.900325344708101 1.8050966955145964
89 0.6292134831460674 1.8981470334920207 1.8050966955145964
90 0.6333333333333333 1.8960122095352698 1.8050966955145964
91 0.6263736263736264 1.8996157461244176 1.8050966955145964
92 0.6304347826086957 1.8975146964611738 1.8050966955145964
93 0.6236559139784946 1.9010191800381824 1.8050966955145964
94 0.6170212765957447 1.9044369952614986 1.8050966955145964
95 0.6105263157894737 1.9077719907577684 1.8050966955145964
96 0.6041666666666666 1.9110277604279364 1.8050966955145964
97 0.6082474226804123 1.9089397261763892 1.8050966955145964
98 0.6122448979591837 1.9068905491959627 1.8050966955145964
99 0.6161616161616161 1.904879010627474 1.8050966955145964
100 0.62 1.9029039457338799 1.8050966955145964
101 0.6237623762376238 1.900964240778921 1.8050966955145964
102 0.6274509803921569 1.8990588301276807 1.8050966955145964
103 0.6213592233009708 1.9022036295626985 1.8050966955145964
104 0.6153846153846154 1.9052783639291002 1.8050966955145964
105 0.6095238095238096 1.9082858391533508 1.8050966955145964
106 0.6132075471698113 1.9063965049216787 1.8050966955145964
107 0.616822429906542 1.90453925380684 1.8050966955145964
108 0.6203703703703703 1.902713167153472 1.8050966955145964
109 0.6238532110091743 1.9009173635595573 1.8050966955145964
110 0.6181818181818182 1.9038399756651867 1.8050966955145964
111 0.6216216216216216 1.9020683770290048 1.8050966955145964
112 0.625 1.900325344708101 1.8050966955145964
113 0.6283185840707964 1.89861010254094 1.8050966955145964
114 0.631578947368421 1.896921904214075 1.8050966955145964
115 0.6347826086956522 1.8952600317711954 1.8050966955145964
116 0.6379310344827587 1.8936237942140202 1.8050966955145964
117 0.6324786324786325 1.8964555077303409 1.8050966955145964
118 0.6271186440677966 1.8992306593006856 1.8050966955145964
119 0.6218487394957983 1.9019512948946158 1.8050966955145964
120 0.625 1.900325344708101 1.8050966955145964
121 0.628099173553719 1.8987236025541177 1.8050966955145964
122 0.6311475409836066 1.8971454608827938 1.8050966955145964
123 0.6341463414634146 1.895590333734328 1.8050966955145964
124 0.6290322580645161 1.8982408275989293 1.8050966955145964
125 0.632 1.8967036603116065 1.8050966955145964
126 0.6349206349206349 1.8951883628584612 1.8050966955145964
127 0.6377952755905512 1.8936944110379565 1.8050966955145964
128 0.640625 1.8922212984304343 1.8050966955145964
129 0.6434108527131783 1.8907685356145545 1.8050966955145964
